Date,1 Year,2 Year,3 Year,5 Year
2005-08-09,6.25,6.5,7.016,7.5
2005-08-12,6.25,6.5,7.016,7.5
2005-08-15,6.25,6.5,7.016,7.5
2005-08-18,6.25,6.5,7.016,7.5
2005-08-22,6.25,6.5,7.017,7.5
2005-08-25,6.25,6.5,7.017,7.5
2005-08-29,6.25,6.5,7.017,7.5
2005-09-01,6.25,6.5,7.017,7.5
2005-09-05,6.25,6.5,7.018,7.5
2005-09-08,6.25,6.5,7.018,7.5
2005-09-12,6.25,6.5,7.018,7.5
2005-09-17,6.25,6.5,7.018,7.5
2005-09-22,6.25,6.5,7.019,7.5
2005-09-28,6.25,6.5,7.019,7.5
2005-10-03,6.25,6.5,7.019,7.5
2005-10-09,6.25,6.5,7.019,7.5
2005-10-14,6.25,6.5,7.019,7.5
2005-10-20,6.25,6.5,7.02,7.5
2005-10-25,6.25,6.5,7.02,7.5
2005-10-31,6.25,6.5,7.02,7.5
2005-11-03,6.25,6.5,7.02,7.5
2005-11-06,6.25,6.5,7.021,7.5
2005-11-10,6.25,6.5,7.021,7.5
2005-11-13,6.25,6.5,7.021,7.5
2005-11-16,6.25,6.5,7.021,7.5
2005-11-20,6.25,6.5,7.022,7.5
2005-11-23,6.25,6.5,7.022,7.5
2005-11-26,6.25,6.5,7.022,7.5
2005-11-30,6.25,6.5,7.022,7.5
2005-12-02,6.25,6.5,7.022,7.5
2005-12-04,6.25,6.5,7.023,7.5
2005-12-06,6.25,6.5,7.023,7.5
2005-12-08,6.25,6.5,7.023,7.5
2005-12-11,6.25,6.5,7.023,7.5
2005-12-13,6.25,6.5,7.024,7.5
2005-12-15,6.25,6.5,7.024,7.5
2005-12-17,6.25,6.5,7.024,7.5
2005-12-20,6.25,6.5,7.024,7.5
2005-12-24,6.25,6.5,7.025,7.5
2005-12-29,6.25,6.5,7.025,7.5
2006-01-02,6.25,6.5,7.025,7.5
2006-01-07,6.25,6.5,7.025,7.5
2006-01-11,6.25,6.5,7.026,7.5
2006-01-16,6.25,6.5,7.026,7.5
2006-01-20,6.25,6.5,7.027,7.5
2006-01-25,6.25,6.5,7.027,7.5
2006-01-30,6.25,6.5,7.028,7.5
2006-02-01,6.25,6.5,7.028,7.5
2006-02-03,6.25,6.5,7.029,7.5
2006-02-05,6.25,6.5,7.029,7.5
2006-02-07,6.25,6.5,7.03,7.5
2006-02-10,6.25,6.5,7.03,7.5
2006-02-12,6.25,6.5,7.031,7.5
2006-02-14,6.25,6.5,7.031,7.5
2006-02-16,6.25,6.5,7.031,7.5
2006-02-19,6.25,6.5,7.032,7.5
2006-02-21,6.25,6.5,7.032,7.5
2006-02-23,6.25,6.5,7.033,7.5
2006-02-25,6.25,6.5,7.033,7.5
2006-02-27,6.25,6.5,7.034,7.5
2006-03-01,6.25,6.5,7.034,7.5
2006-03-03,6.25,6.5,7.035,7.5
2006-03-05,6.25,6.5,7.035,7.5
2006-03-07,6.25,6.5,7.036,7.5
2006-03-09,6.25,6.5,7.036,7.5
2006-03-14,6.25,6.5,7.037,7.5
2006-03-19,6.25,6.5,7.037,7.5
2006-03-24,6.25,6.5,7.038,7.5
2006-03-29,6.25,6.5,7.038,7.5
2006-04-03,6.25,6.5,7.038,7.5
2006-04-08,6.25,6.5,7.039,7.5
2006-04-13,6.25,6.5,7.039,7.5
2006-04-18,6.25,6.5,7.04,7.5
2006-04-23,6.25,6.5,7.04,7.5
2006-04-25,6.25,6.5,7.041,7.5
2006-04-27,6.25,6.5,7.041,7.5
2006-04-29,6.25,6.5,7.042,7.5
2006-05-01,6.25,6.5,7.042,7.5
2006-05-03,6.25,6.5,7.043,7.5
2006-05-05,6.25,6.5,7.043,7.5
2006-05-07,6.25,6.5,7.044,7.5
2006-05-09,6.25,6.5,7.044,7.5
2006-05-12,6.25,6.5,7.044,7.5
2006-05-14,6.25,6.5,7.045,7.5
2006-05-16,6.25,6.5,7.045,7.5
2006-05-19,6.25,6.5,7.046,7.5
2006-05-21,6.25,6.5,7.046,7.5
2006-05-23,6.25,6.5,7.047,7.5
2006-05-26,6.25,6.5,7.047,7.5
2006-05-28,6.25,6.5,7.048,7.5
2006-05-30,6.25,6.5,7.048,7.5
2006-06-02,6.25,6.5,7.049,7.5
2006-06-07,6.25,6.5,7.049,7.5
2006-06-13,6.25,6.5,7.05,7.5
2006-06-19,6.25,6.5,7.05,7.5
2006-06-24,6.25,6.5,7.05,7.5
2006-06-30,6.25,6.5,7.051,7.5
2006-07-06,6.25,6.5,7.051,7.5
2006-07-11,6.25,6.5,7.052,7.5
2006-07-17,6.25,6.5,7.052,7.5
2006-07-23,6.25,6.5,7.053,7.5
2006-07-25,6.25,6.5,7.053,7.5
2006-07-27,6.25,6.5,7.054,7.5
2006-07-29,6.25,6.5,7.054,7.5
2006-07-31,6.25,6.5,7.055,7.5
2006-08-03,6.25,6.5,7.055,7.5
2006-08-05,6.25,6.5,7.056,7.5
2006-08-07,6.25,6.5,7.056,7.5
2006-08-09,6.25,6.5,7.056,7.5
2006-08-12,6.25,6.5,7.057,7.5
2006-08-15,6.25,6.5,7.057,7.5
2006-08-18,6.25,6.5,7.058,7.5
2006-08-22,6.25,6.5,7.058,7.5
2006-08-25,6.25,6.5,7.059,7.5
2006-08-29,6.25,6.5,7.059,7.5
2006-09-01,6.25,6.5,7.06,7.5
2006-09-05,6.25,6.5,7.06,7.5
2006-09-08,6.25,6.5,7.061,7.5
2006-09-12,6.25,6.5,7.061,7.5
2006-09-17,6.25,6.5,7.062,7.5
2006-09-22,6.25,6.5,7.062,7.5
2006-09-28,6.25,6.5,7.062,7.5
2006-10-03,6.25,6.5,7.063,7.5
2006-10-09,6.25,6.5,7.063,7.5
2006-10-14,6.25,6.5,7.064,7.5
2006-10-20,6.25,6.5,7.064,7.5
2006-10-25,6.25,6.5,7.065,7.5
2006-10-31,6.25,6.5,7.065,7.5
2006-11-03,6.25,6.5,7.066,7.5
2006-11-06,6.25,6.5,7.066,7.5
2006-11-10,6.25,6.5,7.067,7.5
2006-11-13,6.25,6.5,7.067,7.5
2006-11-16,6.25,6.5,7.068,7.5
2006-11-20,6.25,6.5,7.068,7.5
2006-11-23,6.25,6.5,7.069,7.5
2006-11-26,6.25,6.5,7.069,7.5
2006-11-30,6.25,6.5,7.069,7.5
2006-12-02,6.25,6.5,7.07,7.5
2006-12-04,6.25,6.5,7.07,7.5
2006-12-06,6.25,6.5,7.071,7.5
2006-12-08,6.25,6.5,7.071,7.5
2006-12-11,6.25,6.5,7.072,7.5
2006-12-13,6.25,6.5,7.072,7.5
2006-12-15,6.25,6.5,7.073,7.5
2006-12-17,6.25,6.5,7.073,7.5
2006-12-20,6.25,6.5,7.074,7.5
2006-12-24,6.25,6.5,7.074,7.5
2006-12-29,6.25,6.5,7.075,7.5
2007-01-02,6.25,6.5,7.075,7.5
2007-01-07,6.25,6.5,7.077,7.5
2007-01-11,6.25,6.5,7.078,7.5
2007-01-16,6.25,6.5,7.08,7.5
2007-01-20,6.25,6.5,7.081,7.5
2007-01-25,6.25,6.5,7.083,7.5
2007-01-30,6.25,6.5,7.085,7.5
2007-02-01,6.25,6.5,7.086,7.5
2007-02-03,6.25,6.5,7.088,7.5
2007-02-05,6.25,6.5,7.09,7.5
2007-02-07,6.25,6.5,7.091,7.5
2007-02-10,6.25,6.5,7.093,7.5
2007-02-12,6.25,6.5,7.094,7.5
2007-02-14,6.25,6.5,7.096,7.5
2007-02-16,6.25,6.5,7.098,7.5
2007-02-19,6.25,6.5,7.099,7.5
2007-02-21,6.25,6.5,7.101,7.5
2007-02-23,6.25,6.5,7.103,7.5
2007-02-25,6.25,6.5,7.104,7.5
2007-02-27,6.25,6.5,7.106,7.5
2007-03-01,6.25,6.5,7.107,7.5
2007-03-03,6.25,6.5,7.109,7.5
2007-03-05,6.25,6.5,7.111,7.5
2007-03-07,6.25,6.5,7.112,7.5
2007-03-09,6.25,6.5,7.114,7.5
2007-03-14,6.25,6.5,7.116,7.5
2007-03-19,6.25,6.5,7.117,7.5
2007-03-24,6.25,6.5,7.119,7.5
2007-03-29,6.25,6.5,7.12,7.5
2007-04-03,6.25,6.5,7.122,7.5
2007-04-08,6.25,6.5,7.124,7.5
2007-04-13,6.25,6.5,7.125,7.5
2007-04-18,6.25,6.5,7.127,7.5
2007-04-23,6.25,6.5,7.128,7.5
2007-04-25,6.25,6.5,7.13,7.5
2007-04-27,6.25,6.5,7.132,7.5
2007-04-29,6.25,6.5,7.133,7.5
2007-05-01,6.25,6.5,7.135,7.5
2007-05-03,6.25,6.5,7.137,7.5
2007-05-05,6.25,6.5,7.138,7.5
2007-05-07,6.25,6.5,7.14,7.5
2007-05-09,6.25,6.5,7.141,7.5
2007-05-12,6.25,6.5,7.143,7.5
2007-05-14,6.25,6.5,7.145,7.5
2007-05-16,6.25,6.5,7.146,7.5
2007-05-19,6.25,6.5,7.148,7.5
2007-05-21,6.25,6.5,7.15,7.5
2007-05-23,6.25,6.5,7.151,7.5
2007-05-26,6.25,6.5,7.153,7.5
2007-05-28,6.25,6.5,7.154,7.5
2007-05-30,6.25,6.5,7.156,7.5
2007-06-02,6.25,6.5,7.158,7.5
2007-06-07,6.25,6.5,7.159,7.5
2007-06-13,6.25,6.5,7.161,7.5
2007-06-19,6.25,6.5,7.162,7.5
2007-06-24,6.25,6.5,7.164,7.5
2007-06-30,6.25,6.5,7.166,7.5
2007-07-06,6.25,6.5,7.167,7.5
2007-07-11,6.25,6.5,7.169,7.5
2007-07-17,6.25,6.5,7.171,7.5
2007-07-23,6.25,6.5,7.172,7.5
2007-07-25,6.25,6.5,7.174,7.5
2007-07-27,6.25,6.5,7.175,7.5
2007-07-29,6.25,6.5,7.177,7.5
2007-07-31,6.25,6.5,7.179,7.5
2007-08-03,6.25,6.5,7.18,7.5
2007-08-05,6.25,6.5,7.182,7.5
2007-08-07,6.25,6.5,7.184,7.5
2007-08-09,6.25,6.5,7.185,7.5
2007-08-12,6.25,6.5,7.187,7.5
2007-08-15,6.25,6.5,7.188,7.5
2007-08-18,6.25,6.5,7.19,7.5
2007-08-22,6.25,6.5,7.192,7.5
2007-08-25,6.25,6.5,7.193,7.5
2007-08-29,6.25,6.5,7.195,7.5
2007-09-01,6.25,6.5,7.197,7.5
2007-09-05,6.25,6.5,7.198,7.5
2007-09-08,6.25,6.5,7.2,7.5
2007-09-12,6.25,6.5,7.201,7.5
2007-09-17,6.25,6.5,7.203,7.5
2007-09-22,6.25,6.5,7.205,7.5
2007-09-28,6.25,6.5,7.206,7.5
2007-10-03,6.25,6.5,7.208,7.5
2007-10-09,6.25,6.5,7.209,7.5
2007-10-14,6.25,6.5,7.211,7.5
2007-10-20,6.25,6.5,7.213,7.5
2007-10-25,6.25,6.5,7.214,7.5
2007-10-31,6.25,6.5,7.216,7.5
2007-11-03,6.25,6.5,7.218,7.5
2007-11-06,6.25,6.5,7.219,7.5
2007-11-10,6.25,6.5,7.221,7.5
2007-11-13,6.25,6.5,7.222,7.5
2007-11-16,6.25,6.5,7.224,7.5
2007-11-20,6.25,6.5,7.226,7.5
2007-11-23,6.25,6.5,7.227,7.5
2007-11-26,6.25,6.5,7.229,7.5
2007-11-30,6.25,6.5,7.231,7.5
2007-12-02,6.25,6.5,7.232,7.5
2007-12-04,6.25,6.5,7.234,7.5
2007-12-06,6.25,6.5,7.235,7.5
2007-12-08,6.25,6.5,7.237,7.5
2007-12-11,6.25,6.5,7.239,7.5
2007-12-13,6.25,6.5,7.24,7.5
2007-12-15,6.25,6.5,7.242,7.5
2007-12-17,6.25,6.5,7.244,7.5
2007-12-20,6.25,6.5,7.245,7.5
2007-12-24,6.25,6.5,7.247,7.5
2007-12-29,6.25,6.5,7.248,7.5
2008-01-02,6.25,6.5,7.25,7.5
2008-01-07,6.25,6.5,7.25,7.5
2008-01-11,6.25,6.5,7.25,7.5
2008-01-16,6.25,6.5,7.25,7.5
2008-01-20,6.25,6.5,7.25,7.5
2008-01-25,6.25,6.5,7.25,7.5
2008-01-30,6.25,6.5,7.25,7.5
2008-02-01,6.25,6.5,7.25,7.5
2008-02-03,6.25,6.5,7.25,7.5
2008-02-05,6.25,6.5,7.25,7.5
2008-02-07,6.25,6.5,7.25,7.5
2008-02-10,6.25,6.5,7.25,7.5
2008-02-12,6.25,6.5,7.25,7.5
2008-02-14,6.25,6.5,7.25,7.5
2008-02-16,6.25,6.5,7.25,7.5
2008-02-19,6.25,6.5,7.25,7.5
2008-02-21,6.25,6.5,7.25,7.5
2008-02-23,6.25,6.5,7.25,7.5
2008-02-25,6.25,6.5,7.25,7.5
2008-02-27,6.25,6.5,7.25,7.5
2008-02-29,6.25,6.5,7.25,7.5
2008-03-02,6.25,6.5,7.25,7.5
2008-03-04,6.25,6.5,7.25,7.5
2008-03-06,6.25,6.5,7.25,7.5
2008-03-09,6.25,6.5,7.25,7.5
2008-03-14,6.25,6.5,7.25,7.5
2008-03-19,6.25,6.5,7.25,7.5
2008-03-24,6.25,6.5,7.25,7.5
2008-03-29,6.25,6.5,7.25,7.5
2008-04-03,6.25,6.5,7.25,7.5
2008-04-08,6.25,6.5,7.25,7.5
2008-04-13,6.25,6.5,7.25,7.5
2008-04-18,6.25,6.5,7.25,7.5
2008-04-23,6.25,6.5,7.25,7.5
2008-04-25,6.25,6.5,7.25,7.5
2008-04-27,6.25,6.5,7.25,7.5
2008-04-29,6.25,6.5,7.25,7.5
2008-05-01,6.25,6.5,7.25,7.5
2008-05-03,6.25,6.5,7.25,7.5
2008-05-05,6.25,6.5,7.25,7.5
2008-05-07,6.25,6.5,7.25,7.5
2008-05-09,6.25,6.5,7.25,7.5
2008-05-12,6.25,6.5,7.25,7.5
2008-05-14,6.25,6.5,7.25,7.5
2008-05-16,6.25,6.5,7.25,7.5
2008-05-19,6.25,6.5,7.25,7.5
2008-05-21,6.25,6.5,7.25,7.5
2008-05-23,6.25,6.5,7.25,7.5
2008-05-26,6.25,6.5,7.25,7.5
2008-05-28,6.25,6.5,7.25,7.5
2008-05-30,6.25,6.5,7.25,7.5
2008-06-02,6.25,6.5,7.25,7.5
2008-06-07,6.25,6.5,7.25,7.5
2008-06-13,6.25,6.5,7.25,7.5
2008-06-19,6.25,6.5,7.25,7.5
2008-06-24,6.25,6.5,7.25,7.5
2008-06-30,6.25,6.5,7.25,7.5
2008-07-06,6.25,6.5,7.25,7.5
2008-07-11,6.25,6.5,7.25,7.5
2008-07-17,6.25,6.5,7.25,7.5
2008-07-23,6.25,6.5,7.25,7.5
2008-07-25,6.25,6.5,7.25,7.5
2008-07-27,6.25,6.5,7.25,7.5
2008-07-29,6.25,6.5,7.25,7.5
2008-07-31,6.25,6.5,7.25,7.5
2008-08-03,6.25,6.5,7.25,7.5
2008-08-05,6.25,6.5,7.25,7.5
2008-08-07,6.25,6.5,7.25,7.5
2008-08-09,6.25,6.5,7.25,7.5
2008-08-12,6.25,6.5,7.25,7.5
2008-08-15,6.25,6.5,7.25,7.5
2008-08-18,6.25,6.5,7.25,7.5
2008-08-22,6.25,6.5,7.25,7.5
2008-08-25,6.25,6.5,7.25,7.5
2008-08-29,6.25,6.5,7.25,7.5
2008-09-01,6.25,6.5,7.25,7.5
2008-09-05,6.25,6.5,7.25,7.5
2008-09-08,6.25,6.5,7.25,7.5
2008-09-12,6.25,6.5,7.25,7.5
2008-09-17,6.25,6.5,7.25,7.5
2008-09-22,6.25,6.5,7.25,7.5
2008-09-28,6.25,6.5,7.25,7.5
2008-10-03,6.25,6.5,7.25,7.5
2008-10-09,6.25,6.5,7.25,7.5
2008-10-14,6.25,6.5,7.25,7.5
2008-10-20,6.25,6.5,7.25,7.5
2008-10-25,6.25,6.5,7.25,7.5
2008-10-31,6.25,6.5,7.25,7.5
2008-11-03,6.25,6.5,7.25,7.5
2008-11-06,6.25,6.5,7.25,7.5
2008-11-10,6.25,6.5,7.25,7.5
2008-11-13,6.25,6.5,7.25,7.5
2008-11-16,6.25,6.5,7.25,7.5
2008-11-20,6.25,6.5,7.25,7.5
2008-11-23,6.25,6.5,7.25,7.5
2008-11-26,6.25,6.5,7.25,7.5
2008-11-30,6.25,6.5,7.25,7.5
2008-12-02,6.25,6.5,7.25,7.5
2008-12-04,6.25,6.5,7.25,7.5
2008-12-06,6.25,6.5,7.25,7.5
2008-12-08,6.25,6.5,7.25,7.5
2008-12-11,6.25,6.5,7.25,7.5
2008-12-13,6.25,6.5,7.25,7.5
2008-12-15,6.25,6.5,7.25,7.5
2008-12-17,6.25,6.5,7.25,7.5
2008-12-20,6.25,6.5,7.25,7.5
2008-12-24,6.25,6.5,7.25,7.5
2008-12-29,6.25,6.5,7.25,7.5
2009-01-02,6.25,6.5,7.25,7.5
2009-01-07,6.25,6.5,7.25,7.5
2009-01-11,6.25,6.5,7.25,7.5
2009-01-16,6.25,6.5,7.25,7.5
2009-01-20,6.25,6.5,7.25,7.5
2009-01-25,6.25,6.5,7.25,7.5
2009-01-30,6.25,6.5,7.25,7.5
2009-02-01,6.25,6.5,7.25,7.5
2009-02-03,6.25,6.5,7.25,7.5
2009-02-05,6.25,6.5,7.25,7.5
2009-02-07,6.25,6.5,7.25,7.5
2009-02-10,6.25,6.5,7.25,7.5
2009-02-12,6.25,6.5,7.25,7.5
2009-02-14,6.25,6.5,7.25,7.5
2009-02-16,6.25,6.5,7.25,7.5
2009-02-19,6.25,6.5,7.25,7.5
2009-02-21,6.25,6.5,7.25,7.5
2009-02-23,6.25,6.5,7.25,7.5
2009-02-25,6.25,6.5,7.25,7.5
2009-02-27,6.25,6.5,7.25,7.5
2009-03-01,6.25,6.5,7.25,7.5
2009-03-03,6.25,6.5,7.25,7.5
2009-03-05,6.25,6.5,7.25,7.5
2009-03-07,6.25,6.5,7.25,7.5
2009-03-09,6.25,6.5,7.25,7.5
2009-03-14,6.25,6.5,7.25,7.5
2009-03-19,6.25,6.5,7.25,7.5
2009-03-24,6.25,6.5,7.25,7.5
2009-03-29,6.25,6.5,7.25,7.5
2009-04-03,6.25,6.5,7.25,7.5
2009-04-08,6.25,6.5,7.25,7.5
2009-04-13,6.25,6.5,7.25,7.5
2009-04-18,6.25,6.5,7.25,7.5
2009-04-23,6.25,6.5,7.25,7.5
2009-04-25,6.25,6.5,7.25,7.5
2009-04-27,6.25,6.5,7.25,7.5
2009-04-29,6.25,6.5,7.25,7.5
2009-05-01,6.25,6.5,7.25,7.5
2009-05-03,6.25,6.5,7.25,7.5
2009-05-05,6.25,6.5,7.25,7.5
2009-05-07,6.25,6.5,7.25,7.5
2009-05-09,6.25,6.5,7.25,7.5
2009-05-12,6.25,6.5,7.25,7.5
2009-05-14,6.25,6.5,7.25,7.5
2009-05-16,6.25,6.5,7.25,7.5
2009-05-19,6.25,6.5,7.25,7.5
2009-05-21,6.25,6.5,7.25,7.5
2009-05-23,6.25,6.5,7.25,7.5
2009-05-26,6.25,6.5,7.25,7.5
2009-05-28,6.25,6.5,7.25,7.5
2009-05-30,6.25,6.5,7.25,7.5
2009-06-02,6.25,6.5,7.25,7.5
2009-06-07,6.25,6.5,7.25,7.5
2009-06-13,6.25,6.5,7.25,7.5
2009-06-19,6.25,6.5,7.25,7.5
2009-06-24,6.25,6.5,7.25,7.5
2009-06-30,6.25,6.5,7.25,7.5
2009-07-06,6.25,6.5,7.25,7.5
2009-07-11,6.25,6.5,7.25,7.5
2009-07-17,6.25,6.5,7.25,7.5
2009-07-23,6.25,6.5,7.25,7.5
2009-07-25,6.25,6.5,7.25,7.5
2009-07-27,6.25,6.5,7.25,7.5
2009-07-29,6.25,6.5,7.25,7.5
2009-07-31,6.25,6.5,7.25,7.5
2009-08-03,6.25,6.5,7.25,7.5
2009-08-05,6.25,6.5,7.25,7.5
2009-08-07,6.25,6.5,7.25,7.5
2009-08-09,6.25,6.5,7.25,7.5
2009-08-12,6.25,6.5,7.25,7.5
2009-08-15,6.25,6.5,7.25,7.5
2009-08-18,6.25,6.5,7.25,7.5
2009-08-22,6.25,6.5,7.25,7.5
2009-08-25,6.25,6.5,7.25,7.5
2009-08-29,6.25,6.5,7.25,7.5
2009-09-01,6.25,6.5,7.25,7.5
2009-09-05,6.25,6.5,7.25,7.5
2009-09-08,6.25,6.5,7.25,7.5
2009-09-12,6.25,6.5,7.25,7.5
2009-09-17,6.25,6.5,7.25,7.5
2009-09-22,6.25,6.5,7.25,7.5
2009-09-28,6.25,6.5,7.25,7.5
2009-10-03,6.25,6.5,7.25,7.5
2009-10-09,6.25,6.5,7.25,7.5
2009-10-14,6.25,6.5,7.25,7.5
2009-10-20,6.25,6.5,7.25,7.5
2009-10-25,6.25,6.5,7.25,7.5
2009-10-31,6.25,6.5,7.25,7.5
2009-11-03,6.25,6.5,7.25,7.5
2009-11-06,6.25,6.5,7.25,7.5
2009-11-10,6.25,6.5,7.25,7.5
2009-11-13,6.25,6.5,7.25,7.5
2009-11-16,6.25,6.5,7.25,7.5
2009-11-20,6.25,6.5,7.25,7.5
2009-11-23,6.25,6.5,7.25,7.5
2009-11-26,6.25,6.5,7.25,7.5
2009-11-30,6.25,6.5,7.25,7.5
2009-12-02,6.25,6.5,7.25,7.5
2009-12-04,6.25,6.5,7.25,7.5
2009-12-06,6.25,6.5,7.25,7.5
2009-12-08,6.25,6.5,7.25,7.5
2009-12-11,6.25,6.5,7.25,7.5
2009-12-13,6.25,6.5,7.25,7.5
2009-12-15,6.25,6.5,7.25,7.5
2009-12-17,6.25,6.5,7.25,7.5
2009-12-20,6.25,6.5,7.25,7.5
2009-12-24,6.25,6.5,7.25,7.5
2009-12-29,6.25,6.5,7.25,7.5
2010-01-02,6.25,6.5,7.25,7.5
2010-01-07,6.25,6.5,7.25,7.5
2010-01-11,6.25,6.5,7.25,7.5
2010-01-16,6.25,6.5,7.25,7.5
2010-01-20,6.25,6.5,7.25,7.5
2010-01-25,6.25,6.5,7.25,7.5
2010-01-30,6.25,6.5,7.25,7.5
2010-02-01,6.25,6.5,7.25,7.5
2010-02-03,6.25,6.5,7.25,7.5
2010-02-05,6.25,6.5,7.25,7.5
2010-02-07,6.25,6.5,7.25,7.5
2010-02-10,6.25,6.5,7.25,7.5
2010-02-12,6.25,6.5,7.25,7.5
2010-02-14,6.25,6.5,7.25,7.5
2010-02-16,6.25,6.5,7.25,7.5
2010-02-19,6.25,6.5,7.25,7.5
2010-02-21,6.25,6.5,7.25,7.5
2010-02-23,6.25,6.5,7.25,7.5
2010-02-25,6.25,6.5,7.25,7.5
2010-02-27,6.25,6.5,7.25,7.5
2010-03-01,6.25,6.5,7.25,7.5
2010-03-03,6.25,6.5,7.25,7.5
2010-03-05,6.25,6.5,7.25,7.5
2010-03-07,6.25,6.5,7.25,7.5
2010-03-10,6.25,6.5,7.25,7.5
2010-03-14,6.25,6.5,7.25,7.5
2010-03-19,6.25,6.5,7.25,7.5
2010-03-24,6.25,6.5,7.25,7.5
2010-03-29,6.25,6.5,7.25,7.5
2010-04-03,6.25,6.5,7.25,7.5
2010-04-08,6.25,6.5,7.25,7.5
2010-04-13,6.25,6.5,7.25,7.5
2010-04-18,6.25,6.5,7.25,7.5
2010-04-23,6.25,6.5,7.25,7.5
2010-04-25,6.25,6.5,7.25,7.5
2010-04-27,6.25,6.5,7.25,7.5
2010-04-29,6.25,6.5,7.25,7.5
2010-05-01,6.25,6.5,7.25,7.5
2010-05-03,6.25,6.5,7.25,7.5
2010-05-05,6.25,6.5,7.25,7.5
2010-05-07,6.25,6.5,7.25,7.5
2010-05-09,6.25,6.5,7.25,7.5
2010-05-12,6.25,6.5,7.25,7.5
2010-05-14,6.25,6.5,7.25,7.5
2010-05-16,6.25,6.5,7.25,7.5
2010-05-19,6.25,6.5,7.25,7.5
2010-05-21,6.25,6.5,7.25,7.5
2010-05-23,6.25,6.5,7.25,7.5
2010-05-26,6.25,6.5,7.25,7.5
2010-05-28,6.25,6.5,7.25,7.5
2010-05-30,6.25,6.5,7.25,7.5
2010-06-02,6.25,6.5,7.25,7.5
2010-06-07,6.25,6.5,7.25,7.5
2010-06-13,6.25,6.5,7.25,7.5
2010-06-19,6.25,6.5,7.25,7.5
2010-06-24,6.25,6.5,7.25,7.5
2010-06-30,6.25,6.5,7.25,7.5
2010-07-06,6.25,6.5,7.25,7.5
2010-07-11,6.25,6.5,7.25,7.5
2010-07-17,6.25,6.5,7.25,7.5
2010-07-23,6.25,6.5,7.25,7.5
2010-07-25,6.25,6.5,7.25,7.5
2010-07-27,6.25,6.5,7.25,7.5
2010-07-29,6.25,6.5,7.25,7.5
2010-07-31,6.25,6.5,7.25,7.5
2010-08-03,6.25,6.5,7.25,7.5
2010-08-05,6.25,6.5,7.25,7.5
2010-08-07,6.25,6.5,7.25,7.5
2010-08-09,6.25,6.5,7.25,7.5
2010-08-12,6.25,6.5,7.25,7.5
2010-08-15,6.25,6.5,7.25,7.5
2010-08-18,6.25,6.5,7.25,7.5
2010-08-22,6.25,6.5,7.25,7.5
2010-08-25,6.25,6.5,7.25,7.5
2010-08-29,6.25,6.5,7.25,7.5
2010-09-01,6.25,6.5,7.25,7.5
2010-09-05,6.25,6.5,7.25,7.5
2010-09-08,6.25,6.5,7.25,7.5
2010-09-12,6.25,6.5,7.25,7.5
2010-09-17,6.25,6.5,7.25,7.5
2010-09-22,6.25,6.5,7.25,7.5
2010-09-28,6.25,6.5,7.25,7.5
2010-10-03,6.25,6.5,7.25,7.5
2010-10-09,6.25,6.5,7.25,7.5
2010-10-14,6.25,6.5,7.25,7.5
2010-10-20,6.25,6.5,7.25,7.5
2010-10-25,6.25,6.5,7.25,7.5
2010-10-31,6.25,6.5,7.25,7.5
2010-11-03,6.25,6.5,7.25,7.5
2010-11-06,6.25,6.5,7.25,7.5
2010-11-10,6.25,6.5,7.25,7.5
2010-11-13,6.25,6.5,7.25,7.5
2010-11-16,6.25,6.5,7.25,7.5
2010-11-20,6.25,6.5,7.25,7.5
2010-11-23,6.25,6.5,7.25,7.5
2010-11-26,6.25,6.5,7.25,7.5
2010-11-30,6.25,6.5,7.25,7.5
2010-12-02,6.25,6.5,7.25,7.5
2010-12-04,6.25,6.5,7.25,7.5
2010-12-06,6.25,6.5,7.25,7.5
2010-12-08,6.25,6.5,7.25,7.5
2010-12-11,6.25,6.5,7.25,7.5
2010-12-13,6.25,6.5,7.25,7.5
2010-12-15,6.25,6.5,7.25,7.5
2010-12-17,6.25,6.5,7.25,7.5
2010-12-20,6.25,6.5,7.25,7.5
2010-12-23,6.25,6.5,7.25,7.5
2010-12-27,6.25,6.5,7.25,7.5
2010-12-31,6.25,6.5,7.25,7.5
2011-01-04,6.25,6.5,7.25,7.5
2011-01-07,6.255,6.503,7.25,7.5
2011-01-11,6.26,6.506,7.25,7.5
2011-01-15,6.265,6.509,7.25,7.5
2011-01-19,6.269,6.512,7.25,7.5
2011-01-23,6.274,6.515,7.25,7.5
2011-01-25,6.279,6.519,7.25,7.5
2011-01-27,6.284,6.522,7.25,7.5
2011-01-29,6.289,6.525,7.25,7.5
2011-01-31,6.294,6.528,7.25,7.5
2011-02-03,6.299,6.531,7.25,7.5
2011-02-05,6.303,6.534,7.25,7.5
2011-02-07,6.308,6.537,7.25,7.5
2011-02-09,6.313,6.54,7.25,7.5
2011-02-12,6.318,6.543,7.25,7.5
2011-02-15,6.323,6.546,7.25,7.5
2011-02-18,6.328,6.549,7.25,7.5
2011-02-21,6.333,6.552,7.25,7.5
2011-02-24,6.338,6.556,7.25,7.5
2011-02-27,6.342,6.559,7.25,7.5
2011-03-02,6.347,6.562,7.25,7.5
2011-03-05,6.352,6.565,7.25,7.5
2011-03-08,6.357,6.568,7.25,7.5
2011-03-12,6.362,6.571,7.25,7.5
2011-03-16,6.367,6.574,7.25,7.5
2011-03-20,6.372,6.577,7.25,7.5
