Date,Average,Loan Rate
2/17/2020,5.096,9.086
2/22/2020,5.043,9.096
2/28/2020,4.989,9.107
3/4/2020,4.936,9.118
3/10/2020,4.882,9.129
3/15/2020,4.829,9.139
3/21/2020,4.775,9.15
3/27/2020,4.775,9.075
4/2/2020,4.775,8.999
4/8/2020,4.664,9.01
4/14/2020,4.554,9.021
4/20/2020,4.443,9.032
4/27/2020,4.332,9.042
5/3/2020,4.221,9.053
5/9/2020,4.111,9.064
5/15/2020,4,9.075
5/22/2020,4,8.999
5/30/2020,4,8.924
6/7/2020,4,8.935
6/16/2020,4,8.945
6/24/2020,4,8.956
7/3/2020,4,8.967
7/11/2020,4,8.978
7/20/2020,4,8.988
7/28/2020,4,8.999
8/6/2020,4,8.924
8/13/2020,4,8.849
8/20/2020,4,8.86
8/27/2020,4,8.87
9/3/2020,4,8.881
9/10/2020,4,8.892
9/17/2020,4,8.903
9/24/2020,4,8.913
10/1/2020,4,8.924
10/9/2020,4,8.849
10/15/2020,4,8.773
10/21/2020,4,8.784
10/27/2020,4,8.795
11/2/2020,4,8.806
11/9/2020,4,8.816
11/15/2020,4,8.827
11/21/2020,4,8.838
11/27/2020,4,8.849
12/4/2020,4,8.773
12/11/2020,4,8.698
12/18/2020,4,8.709
12/25/2020,4,8.719
1/1/2021,4,8.73
1/8/2021,4,8.741
1/15/2021,4,8.752
1/22/2021,4,8.762
1/29/2021,4,8.773
2/5/2021,4,8.698
2/11/2021,4,8.676
2/18/2021,4,8.679
2/25/2021,4,8.682
3/4/2021,4,8.685
3/10/2021,4,8.689
3/17/2021,4,8.692
3/24/2021,4,8.695
3/31/2021,4,8.698
4/7/2021,4,8.676
4/13/2021,4,8.654
4/19/2021,4,8.657
4/26/2021,4,8.66
5/2/2021,4,8.663
5/9/2021,4,8.667
5/15/2021,4,8.67
5/22/2021,4,8.673
5/28/2021,4,8.676
6/4/2021,4,8.654
6/11/2021,4,8.632
6/18/2021,4,8.635
6/25/2021,4,8.638
7/2/2021,4,8.641
7/9/2021,4,8.645
7/16/2021,4,8.648
7/23/2021,4,8.651
7/30/2021,4,8.654
8/6/2021,4,8.632
8/13/2021,4,8.611
8/20/2021,4,8.614
8/27/2021,4,8.617
9/3/2021,4,8.62
9/10/2021,4,8.623
9/17/2021,4,8.626
9/24/2021,4,8.629
10/1/2021,4,8.632
10/8/2021,4,8.611
10/14/2021,4,8.589
10/21/2021,4,8.592
10/28/2021,4,8.595
11/4/2021,4,8.598
11/10/2021,4,8.602
11/17/2021,4,8.605
11/24/2021,4,8.608
12/1/2021,4,8.611
12/8/2021,4,8.589
12/15/2021,4,8.567
12/22/2021,4,8.57
12/29/2021,4,8.573
1/5/2022,4,8.576
1/12/2022,4,8.58
1/19/2022,4,8.583
1/26/2022,4,8.586
2/2/2022,4,8.589
2/10/2022,4,8.567
2/16/2022,4,8.567
2/22/2022,4,8.59
3/1/2022,4,8.613
3/7/2022,4,8.636
3/13/2022,4,8.66
3/20/2022,4,8.683
3/26/2022,4,8.706
4/1/2022,4,8.729
4/8/2022,4,8.729
4/10/2022,4.2,8.729
4/13/2022,4.171,8.752
4/16/2022,4.143,8.775
4/19/2022,4.114,8.798
4/22/2022,4.086,8.822
4/25/2022,4.057,8.845
4/28/2022,4.029,8.868
5/1/2022,4,8.891
5/4/2022,4.2,8.891
5/7/2022,4.65,8.891
5/11/2022,4.586,8.914
5/15/2022,4.521,8.937
5/19/2022,4.457,8.96
5/23/2022,4.393,8.984
5/27/2022,4.329,9.007
5/31/2022,4.264,9.03
6/4/2022,4.2,9.053
6/8/2022,4.65,9.053
6/14/2022,5.15,9.053
6/20/2022,5.079,9.076
6/27/2022,5.007,9.099
7/3/2022,4.936,9.122
7/10/2022,4.864,9.145
7/16/2022,4.793,9.168
7/23/2022,4.721,9.191
7/29/2022,4.65,9.214
8/5/2022,5.15,9.214
8/11/2022,5.65,9.214
8/17/2022,5.579,9.237
8/23/2022,5.507,9.26
8/29/2022,5.436,9.283
9/5/2022,5.364,9.307
9/11/2022,5.293,9.33
9/17/2022,5.221,9.353
9/23/2022,5.15,9.376
9/30/2022,5.65,9.376
10/7/2022,6.075,9.376
10/15/2022,6.014,9.399
10/22/2022,5.954,9.422
10/30/2022,5.893,9.445
11/6/2022,5.832,9.469
11/14/2022,5.771,9.492
11/21/2022,5.711,9.515
11/29/2022,5.65,9.538
12/7/2022,6.075,9.538
12/14/2022,6.375,9.538
12/21/2022,6.332,9.561
12/28/2022,6.289,9.584
1/4/2023,6.246,9.607
1/11/2023,6.204,9.631
1/18/2023,6.161,9.654
1/25/2023,6.118,9.677
2/1/2023,6.075,9.7
2/8/2023,6.375,9.7
2/14/2023,6.5,9.7
2/20/2023,6.482,9.705
2/27/2023,6.464,9.709
3/5/2023,6.446,9.714
3/11/2023,6.429,9.719
3/18/2023,6.411,9.724
3/24/2023,6.393,9.728
3/30/2023,6.375,9.733
4/6/2023,6.5,9.733
4/13/2023,6.5,9.733
4/20/2023,6.5,9.738
4/27/2023,6.5,9.743
5/4/2023,6.5,9.748
5/11/2023,6.5,9.752
5/18/2023,6.5,9.757
5/25/2023,6.5,9.762
6/1/2023,6.5,9.767
6/8/2023,6.5,9.767
6/15/2023,6.5,9.767
6/22/2023,6.5,9.772
6/29/2023,6.5,9.776
7/6/2023,6.5,9.781
7/13/2023,6.5,9.786
7/20/2023,6.5,9.791
7/27/2023,6.5,9.795
8/3/2023,6.5,9.8
8/10/2023,6.5,9.8
8/16/2023,6.5,9.8
8/22/2023,6.5,9.805
8/29/2023,6.5,9.809
9/4/2023,6.5,9.814
9/10/2023,6.5,9.819
9/17/2023,6.5,9.824
9/23/2023,6.5,9.828
9/29/2023,6.5,9.833
10/6/2023,6.5,9.833
10/13/2023,6.5,9.833
10/20/2023,6.5,9.838
10/27/2023,6.5,9.843
11/3/2023,6.5,9.848
11/10/2023,6.5,9.852
11/17/2023,6.5,9.857
11/24/2023,6.5,9.862
12/1/2023,6.5,9.867
12/8/2023,6.5,9.867
12/14/2023,6.5,9.867
12/21/2023,6.5,9.872
12/28/2023,6.5,9.876
1/4/2024,6.5,9.881
1/11/2024,6.5,9.886
1/18/2024,6.5,9.891
1/25/2024,6.5,9.895
2/1/2024,6.5,9.9
2/8/2024,6.5,9.9
2/14/2024,6.5,9.9
2/20/2024,6.5,9.902
2/27/2024,6.5,9.905
3/4/2024,6.5,9.907
3/10/2024,6.5,9.91
3/17/2024,6.5,9.912
3/23/2024,6.5,9.915
3/29/2024,6.5,9.917
4/5/2024,6.5,9.917
4/12/2024,6.5,9.917
4/19/2024,6.5,9.919
4/26/2024,6.5,9.922
5/3/2024,6.5,9.924
5/10/2024,6.5,9.926
5/17/2024,6.5,9.928
5/24/2024,6.5,9.931
5/31/2024,6.5,9.933
6/7/2024,6.5,9.933
6/13/2024,6.5,9.933
6/20/2024,6.5,9.935
6/27/2024,6.5,9.938
7/4/2024,6.5,9.94
7/11/2024,6.5,9.943
7/18/2024,6.5,9.945
7/25/2024,6.5,9.948
8/1/2024,6.5,9.95
8/8/2024,6.5,9.95
8/14/2024,6.5,9.95
8/21/2024,6.5,9.952
8/28/2024,6.5,9.955
9/4/2024,6.5,9.957
9/11/2024,6.5,9.96
9/18/2024,6.5,9.962
9/25/2024,6.5,9.965
10/2/2024,6.5,9.967
10/9/2024,6.5,9.967
10/15/2024,6.5,9.967
10/21/2024,6.5,9.969
10/28/2024,6.5,9.972
11/3/2024,6.5,9.974
11/10/2024,6.5,9.976
11/16/2024,6.5,9.978
11/23/2024,6.5,9.981
11/29/2024,6.5,9.983
12/6/2024,6.5,9.983
12/13/2024,6.5,9.983
12/20/2024,6.482,9.985
12/27/2024,6.464,9.988
1/3/2025,6.446,9.99
1/10/2025,6.429,9.993
1/17/2025,6.411,9.995
1/24/2025,6.393,9.998
1/31/2025,6.375,10
2/7/2025,6.375,10
