Date,Average,Loan Rate
29-03-2009,4.679,11.362
03-04-2009,4.571,11.408
08-04-2009,4.464,11.454
13-04-2009,4.357,11.5
18-04-2009,4.25,11.546
23-04-2009,4.25,11.224
25-04-2009,4.25,10.903
27-04-2009,4.25,10.949
29-04-2009,4.25,10.995
01-05-2009,4.25,11.041
03-05-2009,4.25,11.086
05-05-2009,4.25,11.132
07-05-2009,4.25,11.178
09-05-2009,4.25,11.224
12-05-2009,4.25,10.903
14-05-2009,4.25,10.582
16-05-2009,4.25,10.628
19-05-2009,4.25,10.674
21-05-2009,4.25,10.72
23-05-2009,4.25,10.765
26-05-2009,4.25,10.811
28-05-2009,4.25,10.857
30-05-2009,4.25,10.903
02-06-2009,4.25,10.582
07-06-2009,4.25,10.26
13-06-2009,4.25,10.306
19-06-2009,4.25,10.352
24-06-2009,4.25,10.398
30-06-2009,4.25,10.444
06-07-2009,4.25,10.49
11-07-2009,4.25,10.536
17-07-2009,4.25,10.582
23-07-2009,4.25,10.26
25-07-2009,4.25,9.939
27-07-2009,4.25,9.985
29-07-2009,4.25,10.031
31-07-2009,4.25,10.077
03-08-2009,4.25,10.122
05-08-2009,4.25,10.168
07-08-2009,4.25,10.214
09-08-2009,4.25,10.26
12-08-2009,4.25,9.939
15-08-2009,4.25,9.618
18-08-2009,4.25,9.664
22-08-2009,4.25,9.71
25-08-2009,4.25,9.756
29-08-2009,4.25,9.801
01-09-2009,4.25,9.847
05-09-2009,4.25,9.893
08-09-2009,4.25,9.939
12-09-2009,4.25,9.618
17-09-2009,4.25,9.297
22-09-2009,4.25,9.343
28-09-2009,4.25,9.389
03-10-2009,4.25,9.435
09-10-2009,4.25,9.48
14-10-2009,4.25,9.526
20-10-2009,4.25,9.572
25-10-2009,4.25,9.618
31-10-2009,4.25,9.297
03-11-2009,4.25,8.976
06-11-2009,4.25,9.022
10-11-2009,4.25,9.068
13-11-2009,4.25,9.114
16-11-2009,4.25,9.159
20-11-2009,4.25,9.205
23-11-2009,4.25,9.251
26-11-2009,4.25,9.297
30-11-2009,4.25,8.976
02-12-2009,4.25,8.654
04-12-2009,4.25,8.7
06-12-2009,4.25,8.746
08-12-2009,4.25,8.792
11-12-2009,4.25,8.838
13-12-2009,4.25,8.884
15-12-2009,4.25,8.93
17-12-2009,4.25,8.976
20-12-2009,4.25,8.654
24-12-2009,4.25,8.333
29-12-2009,4.25,8.379
02-01-2010,4.25,8.425
07-01-2010,4.25,8.471
11-01-2010,4.25,8.516
16-01-2010,4.25,8.562
20-01-2010,4.25,8.608
25-01-2010,4.25,8.654
30-01-2010,4.25,8.333
01-02-2010,4.25,8.333
03-02-2010,4.25,8.355
05-02-2010,4.25,8.377
07-02-2010,4.25,8.399
10-02-2010,4.25,8.42
12-02-2010,4.25,8.442
14-02-2010,4.25,8.464
16-02-2010,4.25,8.486
19-02-2010,4.25,8.486
21-02-2010,4.25,8.486
23-02-2010,4.25,8.508
25-02-2010,4.25,8.53
27-02-2010,4.25,8.552
01-03-2010,4.25,8.573
03-03-2010,4.25,8.595
05-03-2010,4.25,8.617
07-03-2010,4.25,8.639
10-03-2010,4.25,8.639
14-03-2010,4.75,8.639
19-03-2010,4.679,8.661
24-03-2010,4.607,8.683
29-03-2010,4.536,8.705
03-04-2010,4.464,8.726
08-04-2010,4.393,8.748
13-04-2010,4.321,8.77
18-04-2010,4.25,8.792
23-04-2010,4.75,8.792
25-04-2010,4.75,8.792
27-04-2010,4.75,8.814
29-04-2010,4.75,8.835
01-05-2010,4.75,8.857
03-05-2010,4.75,8.879
05-05-2010,4.75,8.901
07-05-2010,4.75,8.922
09-05-2010,4.75,8.944
12-05-2010,4.75,8.944
14-05-2010,5,8.944
16-05-2010,4.964,8.966
19-05-2010,4.929,8.988
21-05-2010,4.893,9.01
23-05-2010,4.857,9.031
26-05-2010,4.821,9.053
28-05-2010,4.786,9.075
30-05-2010,4.75,9.097
02-06-2010,5,9.097
07-06-2010,5.5,9.097
13-06-2010,5.429,9.119
19-06-2010,5.357,9.141
24-06-2010,5.286,9.163
30-06-2010,5.214,9.184
06-07-2010,5.143,9.206
11-07-2010,5.071,9.228
17-07-2010,5,9.25
23-07-2010,5.5,9.25
25-07-2010,5.5,9.25
27-07-2010,5.5,9.272
29-07-2010,5.5,9.294
31-07-2010,5.5,9.316
03-08-2010,5.5,9.337
05-08-2010,5.5,9.359
07-08-2010,5.5,9.381
09-08-2010,5.5,9.403
12-08-2010,5.5,9.403
15-08-2010,6,9.403
18-08-2010,5.929,9.425
22-08-2010,5.857,9.447
25-08-2010,5.786,9.469
29-08-2010,5.714,9.49
01-09-2010,5.643,9.512
05-09-2010,5.571,9.534
08-09-2010,5.5,9.556
12-09-2010,6,9.556
17-09-2010,6,9.556
22-09-2010,6,9.578
28-09-2010,6,9.599
03-10-2010,6,9.621
09-10-2010,6,9.643
14-10-2010,6,9.665
20-10-2010,6,9.686
25-10-2010,6,9.708
31-10-2010,6,9.708
03-11-2010,6.25,9.708
06-11-2010,6.214,9.73
10-11-2010,6.179,9.752
13-11-2010,6.143,9.774
16-11-2010,6.107,9.795
20-11-2010,6.071,9.817
23-11-2010,6.036,9.839
26-11-2010,6,9.861
30-11-2010,6.25,9.861
02-12-2010,6.25,9.861
04-12-2010,6.25,9.883
06-12-2010,6.25,9.905
08-12-2010,6.25,9.927
11-12-2010,6.25,9.948
13-12-2010,6.25,9.97
15-12-2010,6.25,9.992
17-12-2010,6.25,10.014
20-12-2010,6.25,10.014
23-12-2010,6.5,10.014
27-12-2010,6.464,10.036
31-12-2010,6.429,10.058
04-01-2011,6.393,10.08
07-01-2011,6.357,10.101
11-01-2011,6.321,10.123
15-01-2011,6.286,10.145
19-01-2011,6.25,10.167
23-01-2011,6.5,10.167
25-01-2011,6.5,10.167
27-01-2011,6.5,10.172
29-01-2011,6.5,10.177
31-01-2011,6.5,10.182
03-02-2011,6.5,10.188
05-02-2011,6.5,10.193
07-02-2011,6.5,10.198
09-02-2011,6.5,10.203
12-02-2011,6.5,10.203
15-02-2011,6.75,10.203
18-02-2011,6.714,10.208
21-02-2011,6.679,10.214
24-02-2011,6.643,10.219
27-02-2011,6.607,10.224
02-03-2011,6.571,10.229
05-03-2011,6.536,10.235
08-03-2011,6.5,10.24
12-03-2011,6.75,10.24
16-03-2011,6.75,10.24
20-03-2011,6.75,10.245
25-03-2011,6.75,10.25
29-03-2011,6.75,10.255
02-04-2011,6.75,10.261
07-04-2011,6.75,10.266
11-04-2011,6.75,10.271
15-04-2011,6.75,10.276
20-04-2011,6.75,10.276
22-04-2011,7.25,10.276
24-04-2011,7.179,10.281
27-04-2011,7.107,10.287
29-04-2011,7.036,10.292
02-05-2011,6.964,10.297
04-05-2011,6.893,10.302
07-05-2011,6.821,10.308
09-05-2011,6.75,10.313
12-05-2011,7.25,10.313
15-05-2011,7.5,10.313
19-05-2011,7.464,10.318
23-05-2011,7.429,10.323
27-05-2011,7.393,10.328
31-05-2011,7.357,10.334
04-06-2011,7.321,10.339
08-06-2011,7.286,10.344
12-06-2011,7.25,10.349
16-06-2011,7.5,10.349
20-06-2011,8,10.349
24-06-2011,7.929,10.354
29-06-2011,7.857,10.36
03-07-2011,7.786,10.365
08-07-2011,7.714,10.37
12-07-2011,7.643,10.375
17-07-2011,7.571,10.381
21-07-2011,7.5,10.386
26-07-2011,8,10.386
30-07-2011,8,10.386
03-08-2011,8,10.391
07-08-2011,8,10.396
11-08-2011,8,10.401
15-08-2011,8,10.407
19-08-2011,8,10.412
23-08-2011,8,10.417
27-08-2011,8,10.422
31-08-2011,8,10.422
01-09-2011,8.25,10.422
03-09-2011,8.214,10.427
05-09-2011,8.179,10.432
07-09-2011,8.143,10.437
08-09-2011,8.107,10.443
10-09-2011,8.071,10.448
12-09-2011,8.036,10.453
14-09-2011,8,10.458
16-09-2011,8.25,10.458
20-09-2011,8.5,10.458
25-09-2011,8.464,10.463
30-09-2011,8.429,10.469
04-10-2011,8.393,10.474
09-10-2011,8.357,10.479
14-10-2011,8.321,10.484
18-10-2011,8.286,10.49
23-10-2011,8.25,10.495
28-10-2011,8.5,10.495
31-10-2011,8.5,10.495
04-11-2011,8.5,10.5
08-11-2011,8.5,10.505
11-11-2011,8.5,10.51
15-11-2011,8.5,10.516
19-11-2011,8.5,10.521
22-11-2011,8.5,10.526
26-11-2011,8.5,10.531
30-11-2011,8.5,10.531
01-12-2011,8.5,10.531
03-12-2011,8.5,10.536
05-12-2011,8.5,10.542
07-12-2011,8.5,10.547
08-12-2011,8.5,10.552
10-12-2011,8.5,10.557
12-12-2011,8.5,10.563
14-12-2011,8.5,10.568
16-12-2011,8.5,10.568
20-12-2011,8.5,10.568
24-12-2011,8.5,10.573
29-12-2011,8.5,10.578
02-01-2012,8.5,10.583
06-01-2012,8.5,10.589
11-01-2012,8.5,10.594
15-01-2012,8.5,10.599
19-01-2012,8.5,10.604
24-01-2012,8.5,10.604
26-01-2012,8.5,10.578
29-01-2012,8.5,10.582
01-02-2012,8.5,10.585
04-02-2012,8.5,10.589
07-02-2012,8.5,10.593
10-02-2012,8.5,10.597
13-02-2012,8.5,10.6
16-02-2012,8.5,10.604
19-02-2012,8.5,10.578
21-02-2012,8.5,10.552
24-02-2012,8.5,10.556
27-02-2012,8.5,10.559
01-03-2012,8.5,10.563
03-03-2012,8.5,10.567
06-03-2012,8.5,10.571
09-03-2012,8.5,10.574
12-03-2012,8.5,10.578
15-03-2012,8.5,10.552
18-03-2012,8.5,10.526
22-03-2012,8.429,10.53
26-03-2012,8.357,10.533
29-03-2012,8.286,10.537
02-04-2012,8.214,10.541
06-04-2012,8.143,10.545
09-04-2012,8.071,10.548
13-04-2012,8,10.552
17-04-2012,8,10.526
21-04-2012,8,10.5
26-04-2012,8,10.504
01-05-2012,8,10.507
06-05-2012,8,10.511
11-05-2012,8,10.515
16-05-2012,8,10.519
21-05-2012,8,10.522
26-05-2012,8,10.526
31-05-2012,8,10.5
02-06-2012,8,10.474
04-06-2012,8,10.478
06-06-2012,8,10.481
08-06-2012,8,10.485
10-06-2012,8,10.489
12-06-2012,8,10.493
14-06-2012,8,10.496
16-06-2012,8,10.5
18-06-2012,8,10.474
22-06-2012,8,10.448
27-06-2012,8,10.452
02-07-2012,8,10.455
07-07-2012,8,10.459
11-07-2012,8,10.463
16-07-2012,8,10.467
21-07-2012,8,10.47
26-07-2012,8,10.474
31-07-2012,8,10.448
03-08-2012,8,10.422
06-08-2012,8,10.426
10-08-2012,8,10.429
13-08-2012,8,10.433
17-08-2012,8,10.437
20-08-2012,8,10.441
24-08-2012,8,10.444
27-08-2012,8,10.448
31-08-2012,8,10.422
01-09-2012,8,10.396
03-09-2012,8,10.4
05-09-2012,8,10.403
07-09-2012,8,10.407
09-09-2012,8,10.411
11-09-2012,8,10.415
13-09-2012,8,10.418
15-09-2012,8,10.422
17-09-2012,8,10.396
21-09-2012,8,10.37
26-09-2012,8,10.374
01-10-2012,8,10.377
06-10-2012,8,10.381
10-10-2012,8,10.385
15-10-2012,8,10.389
20-10-2012,8,10.392
25-10-2012,8,10.396
30-10-2012,8,10.37
02-11-2012,8,10.344
05-11-2012,8,10.348
09-11-2012,8,10.351
12-11-2012,8,10.355
16-11-2012,8,10.359
19-11-2012,8,10.363
23-11-2012,8,10.366
26-11-2012,8,10.37
30-11-2012,8,10.344
02-12-2012,8,10.318
04-12-2012,8,10.322
06-12-2012,8,10.325
08-12-2012,8,10.329
10-12-2012,8,10.333
12-12-2012,8,10.337
14-12-2012,8,10.34
16-12-2012,8,10.344
18-12-2012,8,10.318
22-12-2012,8,10.292
27-12-2012,7.964,10.296
01-01-2013,7.929,10.299
05-01-2013,7.893,10.303
10-01-2013,7.857,10.307
15-01-2013,7.821,10.311
19-01-2013,7.786,10.314
24-01-2013,7.75,10.318
29-01-2013,7.75,10.292
03-02-2013,7.75,10.287
08-02-2013,7.732,10.288
14-02-2013,7.714,10.288
19-02-2013,7.696,10.289
25-02-2013,7.679,10.29
02-03-2013,7.661,10.291
08-03-2013,7.643,10.291
13-03-2013,7.625,10.292
19-03-2013,7.625,10.287
24-03-2013,7.625,10.282
29-03-2013,7.589,10.283
03-04-2013,7.554,10.283
08-04-2013,7.518,10.284
13-04-2013,7.482,10.285
18-04-2013,7.446,10.286
23-04-2013,7.411,10.286
28-04-2013,7.375,10.287
03-05-2013,7.375,10.282
08-05-2013,7.375,10.276
13-05-2013,7.357,10.277
18-05-2013,7.339,10.278
23-05-2013,7.321,10.279
28-05-2013,7.304,10.279
02-06-2013,7.286,10.28
07-06-2013,7.268,10.281
12-06-2013,7.25,10.282
17-06-2013,7.25,10.276
21-06-2013,7.25,10.271
26-06-2013,7.25,10.272
01-07-2013,7.25,10.272
06-07-2013,7.25,10.273
10-07-2013,7.25,10.274
15-07-2013,7.25,10.275
20-07-2013,7.25,10.275
25-07-2013,7.25,10.276
30-07-2013,7.25,10.271
04-08-2013,7.375,10.266
10-08-2013,7.357,10.267
16-08-2013,7.339,10.267
22-08-2013,7.321,10.268
27-08-2013,7.304,10.269
02-09-2013,7.286,10.27
08-09-2013,7.268,10.27
14-09-2013,7.25,10.271
20-09-2013,7.375,10.266
24-09-2013,7.625,10.26
28-09-2013,7.589,10.261
03-10-2013,7.554,10.262
07-10-2013,7.518,10.263
11-10-2013,7.482,10.263
16-10-2013,7.446,10.264
20-10-2013,7.411,10.265
24-10-2013,7.375,10.266
29-10-2013,7.625,10.26
03-11-2013,7.75,10.255
09-11-2013,7.732,10.256
14-11-2013,7.714,10.256
20-11-2013,7.696,10.257
25-11-2013,7.679,10.258
01-12-2013,7.661,10.259
06-12-2013,7.643,10.259
12-12-2013,7.625,10.26
18-12-2013,7.75,10.255
22-12-2013,7.875,10.25
27-12-2013,7.857,10.251
31-12-2013,7.839,10.251
05-01-2014,7.821,10.252
09-01-2014,7.804,10.253
14-01-2014,7.786,10.254
18-01-2014,7.768,10.254
23-01-2014,7.75,10.255
28-01-2014,7.875,10.25
04-02-2014,8,10.21
11-02-2014,7.982,10.216
18-02-2014,7.964,10.221
25-02-2014,7.946,10.227
04-03-2014,7.929,10.233
11-03-2014,7.911,10.239
18-03-2014,7.893,10.244
25-03-2014,7.875,10.25
01-04-2014,8,10.21
08-04-2014,8,10.169
15-04-2014,8,10.175
22-04-2014,8,10.181
29-04-2014,8,10.187
06-05-2014,8,10.192
13-05-2014,8,10.198
20-05-2014,8,10.204
27-05-2014,8,10.21
03-06-2014,8,10.169
10-06-2014,8,10.129
17-06-2014,8,10.135
24-06-2014,8,10.14
01-07-2014,8,10.146
08-07-2014,8,10.152
15-07-2014,8,10.158
22-07-2014,8,10.163
29-07-2014,8,10.169
05-08-2014,8,10.129
11-08-2014,8,10.089
17-08-2014,8,10.095
23-08-2014,8,10.1
29-08-2014,8,10.106
05-09-2014,8,10.112
11-09-2014,8,10.118
17-09-2014,8,10.123
23-09-2014,8,10.129
30-09-2014,8,10.089
07-10-2014,8,10.048
14-10-2014,8,10.054
21-10-2014,8,10.06
28-10-2014,8,10.066
04-11-2014,8,10.071
11-11-2014,8,10.077
18-11-2014,8,10.083
25-11-2014,8,10.089
02-12-2014,8,10.048
06-12-2014,8,10.008
11-12-2014,7.982,10.014
16-12-2014,7.964,10.019
21-12-2014,7.946,10.025
26-12-2014,7.929,10.031
31-12-2014,7.911,10.037
05-01-2015,7.893,10.042
10-01-2015,7.875,10.048
15-01-2015,7.875,10.008
17-01-2015,7.875,9.966
19-01-2015,7.857,9.972
21-01-2015,7.839,9.978
23-01-2015,7.821,9.984
25-01-2015,7.804,9.99
27-01-2015,7.786,9.996
29-01-2015,7.768,10.002
31-01-2015,7.75,10.008
03-02-2015,7.75,9.966
06-02-2015,7.75,9.924
09-02-2015,7.732,9.93
12-02-2015,7.714,9.936
15-02-2015,7.696,9.942
19-02-2015,7.679,9.948
22-02-2015,7.661,9.954
25-02-2015,7.643,9.96
28-02-2015,7.625,9.966
04-03-2015,7.625,9.924
07-03-2015,7.625,9.882
11-03-2015,7.607,9.888
15-03-2015,7.589,9.894
19-03-2015,7.571,9.9
22-03-2015,7.554,9.906
26-03-2015,7.536,9.912
30-03-2015,7.518,9.918
03-04-2015,7.5,9.924
07-04-2015,7.5,9.882
13-04-2015,7.5,9.84
19-04-2015,7.482,9.846
25-04-2015,7.464,9.852
01-05-2015,7.446,9.858
08-05-2015,7.429,9.864
14-05-2015,7.411,9.87
20-05-2015,7.393,9.876
26-05-2015,7.375,9.882
02-06-2015,7.375,9.84
09-06-2015,7.375,9.798
16-06-2015,7.357,9.804
23-06-2015,7.339,9.81
30-06-2015,7.321,9.816
07-07-2015,7.304,9.822
14-07-2015,7.286,9.828
21-07-2015,7.268,9.834
28-07-2015,7.25,9.84
04-08-2015,7.25,9.798
10-08-2015,7.25,9.756
16-08-2015,7.214,9.762
22-08-2015,7.179,9.768
28-08-2015,7.143,9.774
04-09-2015,7.107,9.78
10-09-2015,7.071,9.786
16-09-2015,7.036,9.792
22-09-2015,7,9.798
29-09-2015,7,9.756
06-10-2015,7,9.714
13-10-2015,6.964,9.72
20-10-2015,6.929,9.726
27-10-2015,6.893,9.732
03-11-2015,6.857,9.738
10-11-2015,6.821,9.744
17-11-2015,6.786,9.75
24-11-2015,6.75,9.756
01-12-2015,6.75,9.714
08-12-2015,6.75,9.672
15-12-2015,6.75,9.678
22-12-2015,6.75,9.684
29-12-2015,6.75,9.69
05-01-2016,6.75,9.696
12-01-2016,6.75,9.702
19-01-2016,6.75,9.708
26-01-2016,6.75,9.714
02-02-2016,6.75,9.672
09-02-2016,6.75,9.645
16-02-2016,6.732,9.649
23-02-2016,6.714,9.653
01-03-2016,6.696,9.657
08-03-2016,6.679,9.66
15-03-2016,6.661,9.664
22-03-2016,6.643,9.668
29-03-2016,6.625,9.672
05-04-2016,6.625,9.645
12-04-2016,6.625,9.617
19-04-2016,6.607,9.621
26-04-2016,6.589,9.625
03-05-2016,6.571,9.629
10-05-2016,6.554,9.633
17-05-2016,6.536,9.637
24-05-2016,6.518,9.641
31-05-2016,6.5,9.645
07-06-2016,6.5,9.617
14-06-2016,6.5,9.59
21-06-2016,6.5,9.594
28-06-2016,6.5,9.598
05-07-2016,6.5,9.602
12-07-2016,6.5,9.605
19-07-2016,6.5,9.609
26-07-2016,6.5,9.613
02-08-2016,6.5,9.617
09-08-2016,6.5,9.59
15-08-2016,6.5,9.563
21-08-2016,6.482,9.567
27-08-2016,6.464,9.571
02-09-2016,6.446,9.575
09-09-2016,6.429,9.578
15-09-2016,6.411,9.582
21-09-2016,6.393,9.586
27-09-2016,6.375,9.59
04-10-2016,6.375,9.563
11-10-2016,6.375,9.535
18-10-2016,6.357,9.539
25-10-2016,6.339,9.543
01-11-2016,6.321,9.547
08-11-2016,6.304,9.551
15-11-2016,6.286,9.555
22-11-2016,6.268,9.559
29-11-2016,6.25,9.563
07-12-2016,6.25,9.535
14-12-2016,6.25,9.508
21-12-2016,6.25,9.512
28-12-2016,6.25,9.516
04-01-2017,6.25,9.52
11-01-2017,6.25,9.523
18-01-2017,6.25,9.527
25-01-2017,6.25,9.531
01-02-2017,6.25,9.535
08-02-2017,6.25,9.508
14-02-2017,6.25,9.499
20-02-2017,6.25,9.5
27-02-2017,6.25,9.502
05-03-2017,6.25,9.503
11-03-2017,6.25,9.504
18-03-2017,6.25,9.505
24-03-2017,6.25,9.507
30-03-2017,6.25,9.508
06-04-2017,6.25,9.499
12-04-2017,6.25,9.49
19-04-2017,6.25,9.491
26-04-2017,6.25,9.493
03-05-2017,6.25,9.494
10-05-2017,6.25,9.495
17-05-2017,6.25,9.496
24-05-2017,6.25,9.498
31-05-2017,6.25,9.499
07-06-2017,6.25,9.49
13-06-2017,6.25,9.481
19-06-2017,6.232,9.482
25-06-2017,6.214,9.484
01-07-2017,6.196,9.485
08-07-2017,6.179,9.486
14-07-2017,6.161,9.487
20-07-2017,6.143,9.489
26-07-2017,6.125,9.49
02-08-2017,6.125,9.481
09-08-2017,6.125,9.472
16-08-2017,6.107,9.473
23-08-2017,6.089,9.475
30-08-2017,6.071,9.476
06-09-2017,6.054,9.477
13-09-2017,6.036,9.478
20-09-2017,6.018,9.48
27-09-2017,6,9.481
04-10-2017,6,9.472
11-10-2017,6,9.463
18-10-2017,6,9.464
25-10-2017,6,9.466
01-11-2017,6,9.467
08-11-2017,6,9.468
15-11-2017,6,9.469
22-11-2017,6,9.471
29-11-2017,6,9.472
06-12-2017,6,9.463
13-12-2017,6,9.454
20-12-2017,6,9.455
27-12-2017,6,9.457
03-01-2018,6,9.458
10-01-2018,6,9.459
17-01-2018,6,9.46
24-01-2018,6,9.462
31-01-2018,6,9.463
07-02-2018,6,9.454
13-02-2018,6,9.454
19-02-2018,6,9.454
26-02-2018,6,9.455
04-03-2018,6,9.455
10-03-2018,6,9.455
17-03-2018,6,9.455
23-03-2018,6,9.456
29-03-2018,6,9.456
05-04-2018,6,9.456
11-04-2018,6.125,9.456
18-04-2018,6.107,9.456
25-04-2018,6.089,9.457
02-05-2018,6.071,9.457
09-05-2018,6.054,9.457
16-05-2018,6.036,9.457
23-05-2018,6.018,9.458
30-05-2018,6,9.458
06-06-2018,6.125,9.458
12-06-2018,6.375,9.458
18-06-2018,6.339,9.458
24-06-2018,6.304,9.459
30-06-2018,6.268,9.459
07-07-2018,6.232,9.459
13-07-2018,6.196,9.459
19-07-2018,6.161,9.46
25-07-2018,6.125,9.46
01-08-2018,6.375,9.46
08-08-2018,6.5,9.46
15-08-2018,6.482,9.46
22-08-2018,6.464,9.461
29-08-2018,6.446,9.461
06-09-2018,6.429,9.461
13-09-2018,6.411,9.461
20-09-2018,6.393,9.462
27-09-2018,6.375,9.462
05-10-2018,6.5,9.462
11-10-2018,6.5,9.462
18-10-2018,6.5,9.462
25-10-2018,6.5,9.463
01-11-2018,6.5,9.463
07-11-2018,6.5,9.463
14-11-2018,6.5,9.463
21-11-2018,6.5,9.464
28-11-2018,6.5,9.464
05-12-2018,6.5,9.464
12-12-2018,6.5,9.464
19-12-2018,6.482,9.464
26-12-2018,6.464,9.465
02-01-2019,6.446,9.465
09-01-2019,6.429,9.465
16-01-2019,6.411,9.465
23-01-2019,6.393,9.466
30-01-2019,6.375,9.466
07-02-2019,6.375,9.466
13-02-2019,6.375,9.413
19-02-2019,6.339,9.421
25-02-2019,6.304,9.428
03-03-2019,6.268,9.436
10-03-2019,6.232,9.443
16-03-2019,6.196,9.451
22-03-2019,6.161,9.458
28-03-2019,6.125,9.466
04-04-2019,6.125,9.413
11-04-2019,6.125,9.361
18-04-2019,6.089,9.368
25-04-2019,6.054,9.376
02-05-2019,6.018,9.383
09-05-2019,5.982,9.391
16-05-2019,5.946,9.398
23-05-2019,5.911,9.406
30-05-2019,5.875,9.413
06-06-2019,5.875,9.361
12-06-2019,5.875,9.308
19-06-2019,5.832,9.316
26-06-2019,5.789,9.323
03-07-2019,5.746,9.331
10-07-2019,5.704,9.338
17-07-2019,5.661,9.346
24-07-2019,5.618,9.353
31-07-2019,5.575,9.361
07-08-2019,5.575,9.308
13-08-2019,5.575,9.255
19-08-2019,5.532,9.263
26-08-2019,5.489,9.27
01-09-2019,5.446,9.278
08-09-2019,5.404,9.285
14-09-2019,5.361,9.293
21-09-2019,5.318,9.3
27-09-2019,5.275,9.308
04-10-2019,5.275,9.255
10-10-2019,5.275,9.203
17-10-2019,5.257,9.21
24-10-2019,5.239,9.218
31-10-2019,5.221,9.225
07-11-2019,5.204,9.233
14-11-2019,5.186,9.24
21-11-2019,5.168,9.248
28-11-2019,5.15,9.255
05-12-2019,5.15,9.203
12-12-2019,5.15,9.15
19-12-2019,5.15,9.158
26-12-2019,5.15,9.165
02-01-2020,5.15,9.173
09-01-2020,5.15,9.18
16-01-2020,5.15,9.188
23-01-2020,5.15,9.195
30-01-2020,5.15,9.203
06-02-2020,5.15,9.15
11-02-2020,5.15,9.075
17-02-2020,5.096,9.086
22-02-2020,5.043,9.096
28-02-2020,4.989,9.107
04-03-2020,4.936,9.118
10-03-2020,4.882,9.129
15-03-2020,4.829,9.139
21-03-2020,4.775,9.15
27-03-2020,4.775,9.075
02-04-2020,4.775,8.999
08-04-2020,4.664,9.01
14-04-2020,4.554,9.021
20-04-2020,4.443,9.032
27-04-2020,4.332,9.042
03-05-2020,4.221,9.053
09-05-2020,4.111,9.064
15-05-2020,4,9.075
22-05-2020,4,8.999
30-05-2020,4,8.924
07-06-2020,4,8.935
16-06-2020,4,8.945
24-06-2020,4,8.956
03-07-2020,4,8.967
11-07-2020,4,8.978
20-07-2020,4,8.988
28-07-2020,4,8.999
06-08-2020,4,8.924
13-08-2020,4,8.849
20-08-2020,4,8.86
27-08-2020,4,8.87
03-09-2020,4,8.881
10-09-2020,4,8.892
17-09-2020,4,8.903
24-09-2020,4,8.913
01-10-2020,4,8.924
09-10-2020,4,8.849
15-10-2020,4,8.773
21-10-2020,4,8.784
27-10-2020,4,8.795
02-11-2020,4,8.806
09-11-2020,4,8.816
15-11-2020,4,8.827
21-11-2020,4,8.838
27-11-2020,4,8.849
04-12-2020,4,8.773
11-12-2020,4,8.698
18-12-2020,4,8.709
25-12-2020,4,8.719
01-01-2021,4,8.73
08-01-2021,4,8.741
15-01-2021,4,8.752
22-01-2021,4,8.762
29-01-2021,4,8.773
05-02-2021,4,8.698
11-02-2021,4,8.676
18-02-2021,4,8.679
25-02-2021,4,8.682
04-03-2021,4,8.685
10-03-2021,4,8.689
17-03-2021,4,8.692
24-03-2021,4,8.695
31-03-2021,4,8.698
07-04-2021,4,8.676
13-04-2021,4,8.654
19-04-2021,4,8.657
26-04-2021,4,8.66
02-05-2021,4,8.663
09-05-2021,4,8.667
15-05-2021,4,8.67
22-05-2021,4,8.673
28-05-2021,4,8.676
04-06-2021,4,8.654
11-06-2021,4,8.632
18-06-2021,4,8.635
25-06-2021,4,8.638
02-07-2021,4,8.641
09-07-2021,4,8.645
16-07-2021,4,8.648
23-07-2021,4,8.651
30-07-2021,4,8.654
06-08-2021,4,8.632
13-08-2021,4,8.611
20-08-2021,4,8.614
27-08-2021,4,8.617
03-09-2021,4,8.62
10-09-2021,4,8.623
17-09-2021,4,8.626
24-09-2021,4,8.629
01-10-2021,4,8.632
08-10-2021,4,8.611
14-10-2021,4,8.589
21-10-2021,4,8.592
28-10-2021,4,8.595
04-11-2021,4,8.598
10-11-2021,4,8.602
17-11-2021,4,8.605
24-11-2021,4,8.608
01-12-2021,4,8.611
08-12-2021,4,8.589
15-12-2021,4,8.567
22-12-2021,4,8.57
29-12-2021,4,8.573
05-01-2022,4,8.576
12-01-2022,4,8.58
19-01-2022,4,8.583
26-01-2022,4,8.586
02-02-2022,4,8.589
10-02-2022,4,8.567
16-02-2022,4,8.567
22-02-2022,4,8.59
01-03-2022,4,8.613
07-03-2022,4,8.636
13-03-2022,4,8.66
20-03-2022,4,8.683
26-03-2022,4,8.706
01-04-2022,4,8.729
08-04-2022,4,8.729
10-04-2022,4.2,8.729
13-04-2022,4.171,8.752
16-04-2022,4.143,8.775
19-04-2022,4.114,8.798
22-04-2022,4.086,8.822
25-04-2022,4.057,8.845
28-04-2022,4.029,8.868
01-05-2022,4,8.891
04-05-2022,4.2,8.891
07-05-2022,4.65,8.891
11-05-2022,4.586,8.914
15-05-2022,4.521,8.937
19-05-2022,4.457,8.96
23-05-2022,4.393,8.984
27-05-2022,4.329,9.007
31-05-2022,4.264,9.03
04-06-2022,4.2,9.053
08-06-2022,4.65,9.053
14-06-2022,5.15,9.053
20-06-2022,5.079,9.076
27-06-2022,5.007,9.099
03-07-2022,4.936,9.122
10-07-2022,4.864,9.145
16-07-2022,4.793,9.168
23-07-2022,4.721,9.191
29-07-2022,4.65,9.214
05-08-2022,5.15,9.214
