Date,Average,Loan Rate
11-08-2022,5.65,9.214
17-08-2022,5.579,9.237
23-08-2022,5.507,9.26
29-08-2022,5.436,9.283
05-09-2022,5.364,9.307
11-09-2022,5.293,9.33
17-09-2022,5.221,9.353
23-09-2022,5.15,9.376
30-09-2022,5.65,9.376
07-10-2022,6.075,9.376
15-10-2022,6.014,9.399
22-10-2022,5.954,9.422
30-10-2022,5.893,9.445
06-11-2022,5.832,9.469
14-11-2022,5.771,9.492
21-11-2022,5.711,9.515
29-11-2022,5.65,9.538
07-12-2022,6.075,9.538
14-12-2022,6.375,9.538
21-12-2022,6.332,9.561
28-12-2022,6.289,9.584
04-01-2023,6.246,9.607
11-01-2023,6.204,9.631
18-01-2023,6.161,9.654
25-01-2023,6.118,9.677
01-02-2023,6.075,9.7
08-02-2023,6.375,9.7
14-02-2023,6.5,9.7
20-02-2023,6.482,9.705
27-02-2023,6.464,9.709
05-03-2023,6.446,9.714
11-03-2023,6.429,9.719
18-03-2023,6.411,9.724
24-03-2023,6.393,9.728
30-03-2023,6.375,9.733
06-04-2023,6.5,9.733
13-04-2023,6.5,9.733
20-04-2023,6.5,9.738
27-04-2023,6.5,9.743
04-05-2023,6.5,9.748
11-05-2023,6.5,9.752
18-05-2023,6.5,9.757
25-05-2023,6.5,9.762
01-06-2023,6.5,9.767
08-06-2023,6.5,9.767
15-06-2023,6.5,9.767
22-06-2023,6.5,9.772
29-06-2023,6.5,9.776
06-07-2023,6.5,9.781
13-07-2023,6.5,9.786
20-07-2023,6.5,9.791
27-07-2023,6.5,9.795
03-08-2023,6.5,9.8
10-08-2023,6.5,9.8
16-08-2023,6.5,9.8
22-08-2023,6.5,9.805
29-08-2023,6.5,9.809
04-09-2023,6.5,9.814
10-09-2023,6.5,9.819
17-09-2023,6.5,9.824
23-09-2023,6.5,9.828
29-09-2023,6.5,9.833
06-10-2023,6.5,9.833
13-10-2023,6.5,9.833
20-10-2023,6.5,9.838
27-10-2023,6.5,9.843
03-11-2023,6.5,9.848
10-11-2023,6.5,9.852
17-11-2023,6.5,9.857
24-11-2023,6.5,9.862
01-12-2023,6.5,9.867
08-12-2023,6.5,9.867
14-12-2023,6.5,9.867
21-12-2023,6.5,9.872
28-12-2023,6.5,9.876
04-01-2024,6.5,9.881
11-01-2024,6.5,9.886
18-01-2024,6.5,9.891
25-01-2024,6.5,9.895
01-02-2024,6.5,9.9
08-02-2024,6.5,9.9
14-02-2024,6.5,9.9
20-02-2024,6.5,9.902
27-02-2024,6.5,9.905
04-03-2024,6.5,9.907
10-03-2024,6.5,9.91
17-03-2024,6.5,9.912
23-03-2024,6.5,9.915
29-03-2024,6.5,9.917
05-04-2024,6.5,9.917
12-04-2024,6.5,9.917
19-04-2024,6.5,9.919
26-04-2024,6.5,9.922
03-05-2024,6.5,9.924
10-05-2024,6.5,9.926
17-05-2024,6.5,9.928
24-05-2024,6.5,9.931
31-05-2024,6.5,9.933
07-06-2024,6.5,9.933
13-06-2024,6.5,9.933
20-06-2024,6.5,9.935
27-06-2024,6.5,9.938
04-07-2024,6.5,9.94
11-07-2024,6.5,9.943
18-07-2024,6.5,9.945
25-07-2024,6.5,9.948
01-08-2024,6.5,9.95
08-08-2024,6.5,9.95
14-08-2024,6.5,9.95
21-08-2024,6.5,9.952
28-08-2024,6.5,9.955
04-09-2024,6.5,9.957
11-09-2024,6.5,9.96
18-09-2024,6.5,9.962
25-09-2024,6.5,9.965
02-10-2024,6.5,9.967
09-10-2024,6.5,9.967
15-10-2024,6.5,9.967
21-10-2024,6.5,9.969
28-10-2024,6.5,9.972
03-11-2024,6.5,9.974
10-11-2024,6.5,9.976
16-11-2024,6.5,9.978
23-11-2024,6.5,9.981
29-11-2024,6.5,9.983
06-12-2024,6.5,9.983
13-12-2024,6.5,9.983
20-12-2024,6.482,9.985
27-12-2024,6.464,9.988
03-01-2025,6.446,9.99
10-01-2025,6.429,9.993
17-01-2025,6.411,9.995
24-01-2025,6.393,9.998
31-01-2025,6.375,10
07-02-2025,6.375,10
