Date,Gdp Per Capita,Economic Growth Rate
24-07-2019,2002.088,0.425
31-07-2019,2005.293,0.655
07-08-2019,1982.858,-0.953
13-08-2019,1960.422,-2.562
19-08-2019,1963.627,-2.332
26-08-2019,1966.832,-2.102
01-09-2019,1970.037,-1.872
08-09-2019,1973.243,-1.643
14-09-2019,1976.448,-1.413
21-09-2019,1979.653,-1.183
27-09-2019,1982.858,-0.953
04-10-2019,1960.422,-2.562
10-10-2019,1937.987,-4.17
17-10-2019,1941.192,-3.94
24-10-2019,1944.397,-3.711
31-10-2019,1947.602,-3.481
07-11-2019,1950.807,-3.251
14-11-2019,1954.012,-3.021
21-11-2019,1957.217,-2.792
28-11-2019,1960.422,-2.562
05-12-2019,1937.987,-4.17
12-12-2019,1915.552,-5.778
19-12-2019,1918.757,-5.548
26-12-2019,1921.962,-5.319
02-01-2020,1925.167,-5.089
09-01-2020,1928.372,-4.859
16-01-2020,1931.577,-4.629
23-01-2020,1934.782,-4.4
30-01-2020,1937.987,-4.17
06-02-2020,1915.552,-5.778
11-02-2020,1915.552,-5.778
17-02-2020,1923.519,-5.41
22-02-2020,1931.487,-5.041
28-02-2020,1939.454,-4.673
04-03-2020,1947.421,-4.305
10-03-2020,1955.388,-3.937
15-03-2020,1963.356,-3.568
21-03-2020,1971.323,-3.2
27-03-2020,1971.323,-3.2
02-04-2020,1971.323,-3.2
08-04-2020,1979.29,-2.832
14-04-2020,1987.258,-2.463
20-04-2020,1995.225,-2.095
27-04-2020,2003.192,-1.727
03-05-2020,2011.159,-1.359
09-05-2020,2019.127,-0.99
15-05-2020,2027.094,-0.622
22-05-2020,2027.094,-0.622
30-05-2020,2027.094,-0.622
07-06-2020,2035.061,-0.254
16-06-2020,2043.029,0.115
24-06-2020,2050.996,0.483
03-07-2020,2058.964,0.851
11-07-2020,2066.931,1.219
20-07-2020,2074.899,1.588
28-07-2020,2082.866,1.956
06-08-2020,2082.866,1.956
13-08-2020,2082.866,1.956
20-08-2020,2090.833,2.324
27-08-2020,2098.801,2.693
03-09-2020,2106.768,3.061
10-09-2020,2114.735,3.429
17-09-2020,2122.702,3.797
24-09-2020,2130.67,4.166
01-10-2020,2138.637,4.534
09-10-2020,2138.637,4.534
15-10-2020,2138.637,4.534
21-10-2020,2146.604,4.902
27-10-2020,2154.572,5.271
02-11-2020,2162.539,5.639
09-11-2020,2170.506,6.007
15-11-2020,2178.473,6.375
21-11-2020,2186.441,6.744
27-11-2020,2194.408,7.112
04-12-2020,2194.408,7.112
11-12-2020,2194.408,7.112
18-12-2020,2202.375,7.48
25-12-2020,2210.343,7.849
01-01-2021,2218.31,8.217
08-01-2021,2226.277,8.585
15-01-2021,2234.244,8.953
22-01-2021,2242.212,9.322
29-01-2021,2250.179,9.69
05-02-2021,2250.179,9.69
11-02-2021,2250.179,9.24
18-02-2021,2252.944,9.304
25-02-2021,2255.709,9.369
04-03-2021,2258.474,9.433
10-03-2021,2261.239,9.497
17-03-2021,2264.004,9.561
24-03-2021,2266.769,9.626
31-03-2021,2269.534,9.69
07-04-2021,2269.534,9.24
13-04-2021,2269.534,8.789
19-04-2021,2272.299,8.853
26-04-2021,2275.064,8.918
02-05-2021,2277.829,8.982
09-05-2021,2280.594,9.047
15-05-2021,2283.359,9.111
22-05-2021,2286.124,9.176
28-05-2021,2288.889,9.24
04-06-2021,2288.889,8.789
11-06-2021,2288.889,8.338
18-06-2021,2291.654,8.402
25-06-2021,2294.419,8.467
02-07-2021,2297.184,8.531
09-07-2021,2299.949,8.596
16-07-2021,2302.714,8.66
23-07-2021,2305.479,8.725
30-07-2021,2308.244,8.789
06-08-2021,2308.244,8.338
13-08-2021,2308.244,7.888
20-08-2021,2311.009,7.952
27-08-2021,2313.774,8.017
03-09-2021,2316.539,8.081
10-09-2021,2319.305,8.145
17-09-2021,2322.07,8.209
24-09-2021,2324.835,8.274
01-10-2021,2327.6,8.338
08-10-2021,2327.6,7.888
14-10-2021,2327.6,7.438
21-10-2021,2330.365,7.502
28-10-2021,2333.13,7.567
04-11-2021,2335.895,7.631
10-11-2021,2338.66,7.695
17-11-2021,2341.425,7.759
24-11-2021,2344.19,7.824
01-12-2021,2346.955,7.888
08-12-2021,2346.955,7.438
15-12-2021,2346.955,6.987
22-12-2021,2349.72,7.051
29-12-2021,2352.485,7.116
05-01-2022,2355.25,7.18
12-01-2022,2358.015,7.245
19-01-2022,2360.78,7.309
26-01-2022,2363.545,7.374
02-02-2022,2366.31,7.438
10-02-2022,2366.31,6.987
16-02-2022,2366.31,6.987
22-02-2022,2368.981,7.011
01-03-2022,2371.652,7.035
07-03-2022,2374.323,7.059
13-03-2022,2376.994,7.082
20-03-2022,2379.665,7.106
26-03-2022,2382.336,7.13
01-04-2022,2385.007,7.154
08-04-2022,2385.007,7.154
10-04-2022,2385.007,7.154
13-04-2022,2387.678,7.178
16-04-2022,2390.349,7.201
19-04-2022,2393.02,7.225
22-04-2022,2395.691,7.249
25-04-2022,2398.362,7.273
28-04-2022,2401.033,7.296
01-05-2022,2403.704,7.32
04-05-2022,2403.704,7.32
07-05-2022,2403.704,7.32
11-05-2022,2406.375,7.344
15-05-2022,2409.046,7.368
19-05-2022,2411.717,7.392
23-05-2022,2414.388,7.415
27-05-2022,2417.059,7.439
31-05-2022,2419.73,7.463
04-06-2022,2422.401,7.487
08-06-2022,2422.401,7.487
14-06-2022,2422.401,7.487
20-06-2022,2425.072,7.511
27-06-2022,2427.743,7.534
03-07-2022,2430.414,7.558
10-07-2022,2433.084,7.582
16-07-2022,2435.755,7.606
23-07-2022,2438.426,7.629
29-07-2022,2441.097,7.653
05-08-2022,2441.097,7.653
11-08-2022,2441.097,7.653
17-08-2022,2443.768,7.677
23-08-2022,2446.439,7.701
29-08-2022,2449.11,7.725
05-09-2022,2451.781,7.748
11-09-2022,2454.452,7.772
17-09-2022,2457.123,7.796
23-09-2022,2459.794,7.82
30-09-2022,2459.794,7.82
07-10-2022,2459.794,7.82
15-10-2022,2462.465,7.844
22-10-2022,2465.136,7.867
30-10-2022,2467.807,7.891
06-11-2022,2470.478,7.915
14-11-2022,2473.149,7.939
21-11-2022,2475.82,7.962
29-11-2022,2478.491,7.986
07-12-2022,2478.491,7.986
14-12-2022,2478.491,7.986
21-12-2022,2481.162,8.01
28-12-2022,2483.833,8.034
04-01-2023,2486.504,8.058
11-01-2023,2489.175,8.081
18-01-2023,2491.846,8.105
25-01-2023,2494.517,8.129
01-02-2023,2497.188,8.153
08-02-2023,2497.188,8.153
14-02-2023,2497.188,7.794
20-02-2023,2501.959,7.845
27-02-2023,2506.73,7.897
05-03-2023,2511.501,7.948
11-03-2023,2516.271,7.999
18-03-2023,2521.042,8.05
24-03-2023,2525.813,8.102
30-03-2023,2530.584,8.153
06-04-2023,2530.584,7.794
13-04-2023,2530.584,7.435
20-04-2023,2535.355,7.486
27-04-2023,2540.126,7.538
04-05-2023,2544.897,7.589
11-05-2023,2549.667,7.64
18-05-2023,2554.438,7.691
25-05-2023,2559.209,7.743
01-06-2023,2563.98,7.794
08-06-2023,2563.98,7.435
15-06-2023,2563.98,7.076
22-06-2023,2568.751,7.127
29-06-2023,2573.522,7.179
06-07-2023,2578.293,7.23
13-07-2023,2583.063,7.281
20-07-2023,2587.834,7.332
27-07-2023,2592.605,7.384
03-08-2023,2597.376,7.435
10-08-2023,2597.376,7.076
16-08-2023,2597.376,6.718
22-08-2023,2602.147,6.769
29-08-2023,2606.917,6.82
04-09-2023,2611.688,6.871
10-09-2023,2616.459,6.923
17-09-2023,2621.23,6.974
23-09-2023,2626,7.025
29-09-2023,2630.771,7.076
06-10-2023,2630.771,6.718
13-10-2023,2630.771,6.359
20-10-2023,2635.542,6.41
27-10-2023,2640.313,6.462
03-11-2023,2645.084,6.513
10-11-2023,2649.854,6.564
17-11-2023,2654.625,6.615
24-11-2023,2659.396,6.667
01-12-2023,2664.167,6.718
08-12-2023,2664.167,6.359
14-12-2023,2664.167,6
21-12-2023,2668.938,6.051
28-12-2023,2673.709,6.103
04-01-2024,2678.48,6.154
11-01-2024,2683.25,6.205
18-01-2024,2688.021,6.256
25-01-2024,2692.792,6.308
01-02-2024,2697.563,6.359
08-02-2024,2697.563,6
14-02-2024,2697.563,6
20-02-2024,2703.26,6
27-02-2024,2708.956,6
04-03-2024,2714.653,6
10-03-2024,2720.35,6
17-03-2024,2726.047,6
23-03-2024,2731.743,6
29-03-2024,2737.44,6
05-04-2024,2737.44,6
12-04-2024,2737.44,6
19-04-2024,2743.137,6
26-04-2024,2748.833,6
03-05-2024,2754.53,6
10-05-2024,2760.226,6
17-05-2024,2765.923,6
24-05-2024,2771.619,6
31-05-2024,2777.316,6
07-06-2024,2777.316,6
13-06-2024,2777.316,6
20-06-2024,2783.013,6
27-06-2024,2788.709,6
04-07-2024,2794.406,6
11-07-2024,2800.103,6
18-07-2024,2805.8,6
25-07-2024,2811.496,6
01-08-2024,2817.193,6
08-08-2024,2817.193,6
14-08-2024,2817.193,6
21-08-2024,2822.89,6
28-08-2024,2828.586,6
04-09-2024,2834.283,6
11-09-2024,2839.98,6
18-09-2024,2845.677,6
25-09-2024,2851.373,6
02-10-2024,2857.07,6
09-10-2024,2857.07,6
15-10-2024,2857.07,6
21-10-2024,2862.767,6
28-10-2024,2868.463,6
03-11-2024,2874.16,6
10-11-2024,2879.856,6
16-11-2024,2885.553,6
23-11-2024,2891.249,6
29-11-2024,2896.946,6
06-12-2024,2896.946,6
13-12-2024,2896.946,6
20-12-2024,2902.643,6
27-12-2024,2908.339,6
03-01-2025,2914.036,6
10-01-2025,2919.733,6
17-01-2025,2925.43,6
24-01-2025,2931.126,6
31-01-2025,2936.823,6
07-02-2025,2936.823,6
