Date,Average,Gdp Per Capita
03-02-2009,5,1099.661
05-02-2009,5,1102.684
07-02-2009,5,1105.708
10-02-2009,5,1108.732
12-02-2009,5,1111.756
14-02-2009,5,1114.779
16-02-2009,5,1117.803
19-02-2009,5,1117.803
21-02-2009,5,1117.803
23-02-2009,5,1120.827
25-02-2009,5,1123.851
27-02-2009,5,1126.875
01-03-2009,5,1129.898
03-03-2009,5,1132.922
05-03-2009,5,1135.946
07-03-2009,5,1138.97
09-03-2009,5,1138.97
14-03-2009,5,1138.97
19-03-2009,4.893,1141.994
24-03-2009,4.786,1145.017
29-03-2009,4.679,1148.041
03-04-2009,4.571,1151.065
08-04-2009,4.464,1154.089
13-04-2009,4.357,1157.112
18-04-2009,4.25,1160.136
23-04-2009,4.25,1160.136
25-04-2009,4.25,1160.136
27-04-2009,4.25,1163.16
29-04-2009,4.25,1166.184
01-05-2009,4.25,1169.208
03-05-2009,4.25,1172.231
05-05-2009,4.25,1175.255
07-05-2009,4.25,1178.279
09-05-2009,4.25,1181.303
12-05-2009,4.25,1181.303
14-05-2009,4.25,1181.303
16-05-2009,4.25,1184.327
19-05-2009,4.25,1187.35
21-05-2009,4.25,1190.374
23-05-2009,4.25,1193.398
26-05-2009,4.25,1196.422
28-05-2009,4.25,1199.445
30-05-2009,4.25,1202.469
02-06-2009,4.25,1202.469
07-06-2009,4.25,1202.469
13-06-2009,4.25,1205.493
19-06-2009,4.25,1208.516
24-06-2009,4.25,1211.54
30-06-2009,4.25,1214.564
06-07-2009,4.25,1217.588
11-07-2009,4.25,1220.611
17-07-2009,4.25,1223.635
23-07-2009,4.25,1223.635
25-07-2009,4.25,1223.635
27-07-2009,4.25,1226.659
29-07-2009,4.25,1229.683
31-07-2009,4.25,1232.707
03-08-2009,4.25,1235.73
05-08-2009,4.25,1238.754
07-08-2009,4.25,1241.778
09-08-2009,4.25,1244.802
12-08-2009,4.25,1244.802
15-08-2009,4.25,1244.802
18-08-2009,4.25,1247.826
22-08-2009,4.25,1250.849
25-08-2009,4.25,1253.873
29-08-2009,4.25,1256.897
01-09-2009,4.25,1259.921
05-09-2009,4.25,1262.944
08-09-2009,4.25,1265.968
12-09-2009,4.25,1265.968
17-09-2009,4.25,1265.968
22-09-2009,4.25,1268.992
28-09-2009,4.25,1272.016
03-10-2009,4.25,1275.04
09-10-2009,4.25,1278.063
14-10-2009,4.25,1281.087
20-10-2009,4.25,1284.111
25-10-2009,4.25,1287.135
31-10-2009,4.25,1287.135
03-11-2009,4.25,1287.135
06-11-2009,4.25,1290.159
10-11-2009,4.25,1293.182
13-11-2009,4.25,1296.206
16-11-2009,4.25,1299.23
20-11-2009,4.25,1302.254
23-11-2009,4.25,1305.277
26-11-2009,4.25,1308.301
30-11-2009,4.25,1308.301
02-12-2009,4.25,1308.301
04-12-2009,4.25,1311.325
06-12-2009,4.25,1314.349
08-12-2009,4.25,1317.373
11-12-2009,4.25,1320.396
13-12-2009,4.25,1323.42
15-12-2009,4.25,1326.444
17-12-2009,4.25,1329.468
20-12-2009,4.25,1329.468
24-12-2009,4.25,1329.468
29-12-2009,4.25,1332.492
02-01-2010,4.25,1335.515
07-01-2010,4.25,1338.539
11-01-2010,4.25,1341.563
16-01-2010,4.25,1344.587
20-01-2010,4.25,1347.61
25-01-2010,4.25,1350.634
30-01-2010,4.25,1350.634
01-02-2010,4.25,1350.634
03-02-2010,4.25,1351.812
05-02-2010,4.25,1352.991
07-02-2010,4.25,1354.169
10-02-2010,4.25,1355.347
12-02-2010,4.25,1356.525
14-02-2010,4.25,1357.704
16-02-2010,4.25,1358.882
19-02-2010,4.25,1358.882
21-02-2010,4.25,1358.882
23-02-2010,4.25,1360.06
25-02-2010,4.25,1361.238
27-02-2010,4.25,1362.416
01-03-2010,4.25,1363.595
03-03-2010,4.25,1364.773
05-03-2010,4.25,1365.951
07-03-2010,4.25,1367.129
10-03-2010,4.25,1367.129
14-03-2010,4.75,1367.129
19-03-2010,4.679,1368.307
24-03-2010,4.607,1369.485
29-03-2010,4.536,1370.663
03-04-2010,4.464,1371.842
08-04-2010,4.393,1373.02
13-04-2010,4.321,1374.198
18-04-2010,4.25,1375.376
23-04-2010,4.75,1375.376
25-04-2010,4.75,1375.376
27-04-2010,4.75,1376.554
29-04-2010,4.75,1377.733
01-05-2010,4.75,1378.911
03-05-2010,4.75,1380.089
05-05-2010,4.75,1381.267
07-05-2010,4.75,1382.446
09-05-2010,4.75,1383.624
12-05-2010,4.75,1383.624
14-05-2010,5,1383.624
16-05-2010,4.964,1384.802
19-05-2010,4.929,1385.981
21-05-2010,4.893,1387.159
23-05-2010,4.857,1388.337
26-05-2010,4.821,1389.515
28-05-2010,4.786,1390.694
30-05-2010,4.75,1391.872
02-06-2010,5,1391.872
07-06-2010,5.5,1391.872
13-06-2010,5.429,1393.05
19-06-2010,5.357,1394.228
24-06-2010,5.286,1395.406
30-06-2010,5.214,1396.585
06-07-2010,5.143,1397.763
11-07-2010,5.071,1398.941
17-07-2010,5,1400.119
23-07-2010,5.5,1400.119
25-07-2010,5.5,1400.119
27-07-2010,5.5,1401.297
29-07-2010,5.5,1402.475
31-07-2010,5.5,1403.653
03-08-2010,5.5,1404.832
05-08-2010,5.5,1406.01
07-08-2010,5.5,1407.188
09-08-2010,5.5,1408.366
12-08-2010,5.5,1408.366
15-08-2010,6,1408.366
18-08-2010,5.929,1409.544
22-08-2010,5.857,1410.723
25-08-2010,5.786,1411.901
29-08-2010,5.714,1413.079
01-09-2010,5.643,1414.257
05-09-2010,5.571,1415.436
08-09-2010,5.5,1416.614
12-09-2010,6,1416.614
17-09-2010,6,1416.614
22-09-2010,6,1417.792
28-09-2010,6,1418.971
03-10-2010,6,1420.149
09-10-2010,6,1421.327
14-10-2010,6,1422.505
20-10-2010,6,1423.684
25-10-2010,6,1424.862
31-10-2010,6,1424.862
03-11-2010,6.25,1424.862
06-11-2010,6.214,1426.04
10-11-2010,6.179,1427.218
13-11-2010,6.143,1428.396
16-11-2010,6.107,1429.575
20-11-2010,6.071,1430.753
23-11-2010,6.036,1431.931
26-11-2010,6,1433.109
30-11-2010,6.25,1433.109
02-12-2010,6.25,1433.109
04-12-2010,6.25,1434.287
06-12-2010,6.25,1435.465
08-12-2010,6.25,1436.643
11-12-2010,6.25,1437.822
13-12-2010,6.25,1439
15-12-2010,6.25,1440.178
17-12-2010,6.25,1441.356
20-12-2010,6.25,1441.356
23-12-2010,6.5,1441.356
27-12-2010,6.464,1442.534
31-12-2010,6.429,1443.713
04-01-2011,6.393,1444.891
07-01-2011,6.357,1446.069
11-01-2011,6.321,1447.247
15-01-2011,6.286,1448.426
19-01-2011,6.25,1449.604
23-01-2011,6.5,1449.604
25-01-2011,6.5,1448.305
27-01-2011,6.5,1448.491
29-01-2011,6.5,1448.676
31-01-2011,6.5,1448.862
03-02-2011,6.5,1449.047
05-02-2011,6.5,1449.233
07-02-2011,6.5,1449.418
09-02-2011,6.5,1449.604
12-02-2011,6.5,1448.305
15-02-2011,6.75,1447.006
18-02-2011,6.714,1447.192
21-02-2011,6.679,1447.377
24-02-2011,6.643,1447.563
27-02-2011,6.607,1447.748
02-03-2011,6.571,1447.934
05-03-2011,6.536,1448.119
08-03-2011,6.5,1448.305
12-03-2011,6.75,1447.006
16-03-2011,6.75,1445.708
20-03-2011,6.75,1445.893
25-03-2011,6.75,1446.079
29-03-2011,6.75,1446.264
02-04-2011,6.75,1446.45
07-04-2011,6.75,1446.635
11-04-2011,6.75,1446.821
15-04-2011,6.75,1447.006
20-04-2011,6.75,1445.708
22-04-2011,7.25,1444.409
24-04-2011,7.179,1444.595
27-04-2011,7.107,1444.78
29-04-2011,7.036,1444.966
02-05-2011,6.964,1445.151
04-05-2011,6.893,1445.337
07-05-2011,6.821,1445.522
09-05-2011,6.75,1445.708
12-05-2011,7.25,1444.409
15-05-2011,7.5,1443.11
19-05-2011,7.464,1443.296
23-05-2011,7.429,1443.481
27-05-2011,7.393,1443.667
31-05-2011,7.357,1443.852
04-06-2011,7.321,1444.038
08-06-2011,7.286,1444.223
12-06-2011,7.25,1444.409
16-06-2011,7.5,1443.11
20-06-2011,8,1441.811
24-06-2011,7.929,1441.997
29-06-2011,7.857,1442.182
03-07-2011,7.786,1442.368
08-07-2011,7.714,1442.553
12-07-2011,7.643,1442.739
17-07-2011,7.571,1442.924
21-07-2011,7.5,1443.11
26-07-2011,8,1441.811
30-07-2011,8,1440.512
03-08-2011,8,1440.698
07-08-2011,8,1440.883
11-08-2011,8,1441.069
15-08-2011,8,1441.254
19-08-2011,8,1441.44
23-08-2011,8,1441.625
27-08-2011,8,1441.811
31-08-2011,8,1440.512
01-09-2011,8.25,1439.213
03-09-2011,8.214,1439.399
05-09-2011,8.179,1439.584
07-09-2011,8.143,1439.77
08-09-2011,8.107,1439.955
10-09-2011,8.071,1440.141
12-09-2011,8.036,1440.326
14-09-2011,8,1440.512
16-09-2011,8.25,1439.213
20-09-2011,8.5,1437.914
25-09-2011,8.464,1438.1
30-09-2011,8.429,1438.285
04-10-2011,8.393,1438.471
09-10-2011,8.357,1438.656
14-10-2011,8.321,1438.842
18-10-2011,8.286,1439.027
23-10-2011,8.25,1439.213
28-10-2011,8.5,1437.914
31-10-2011,8.5,1436.616
04-11-2011,8.5,1436.801
08-11-2011,8.5,1436.987
11-11-2011,8.5,1437.172
15-11-2011,8.5,1437.358
19-11-2011,8.5,1437.543
22-11-2011,8.5,1437.729
26-11-2011,8.5,1437.914
30-11-2011,8.5,1436.616
01-12-2011,8.5,1435.317
03-12-2011,8.5,1435.503
05-12-2011,8.5,1435.688
07-12-2011,8.5,1435.874
08-12-2011,8.5,1436.059
10-12-2011,8.5,1436.245
12-12-2011,8.5,1436.43
14-12-2011,8.5,1436.616
16-12-2011,8.5,1435.317
20-12-2011,8.5,1434.018
24-12-2011,8.5,1434.204
29-12-2011,8.5,1434.389
02-01-2012,8.5,1434.575
06-01-2012,8.5,1434.76
11-01-2012,8.5,1434.946
15-01-2012,8.5,1435.131
19-01-2012,8.5,1435.317
24-01-2012,8.5,1434.018
26-01-2012,8.5,1434.018
29-01-2012,8.5,1434.066
01-02-2012,8.5,1434.114
04-02-2012,8.5,1434.162
07-02-2012,8.5,1434.211
10-02-2012,8.5,1434.259
13-02-2012,8.5,1434.307
16-02-2012,8.5,1434.355
19-02-2012,8.5,1434.355
21-02-2012,8.5,1434.355
24-02-2012,8.5,1434.403
27-02-2012,8.5,1434.451
01-03-2012,8.5,1434.499
03-03-2012,8.5,1434.547
06-03-2012,8.5,1434.595
09-03-2012,8.5,1434.643
12-03-2012,8.5,1434.691
15-03-2012,8.5,1434.691
18-03-2012,8.5,1434.691
22-03-2012,8.429,1434.739
26-03-2012,8.357,1434.787
29-03-2012,8.286,1434.835
02-04-2012,8.214,1434.884
06-04-2012,8.143,1434.932
09-04-2012,8.071,1434.98
13-04-2012,8,1435.028
17-04-2012,8,1435.028
21-04-2012,8,1435.028
26-04-2012,8,1435.076
01-05-2012,8,1435.124
06-05-2012,8,1435.172
11-05-2012,8,1435.22
16-05-2012,8,1435.268
21-05-2012,8,1435.316
26-05-2012,8,1435.364
31-05-2012,8,1435.364
02-06-2012,8,1435.364
04-06-2012,8,1435.412
06-06-2012,8,1435.46
08-06-2012,8,1435.508
10-06-2012,8,1435.557
12-06-2012,8,1435.605
14-06-2012,8,1435.653
16-06-2012,8,1435.701
18-06-2012,8,1435.701
22-06-2012,8,1435.701
27-06-2012,8,1435.749
02-07-2012,8,1435.797
07-07-2012,8,1435.845
11-07-2012,8,1435.894
16-07-2012,8,1435.942
21-07-2012,8,1435.99
26-07-2012,8,1436.038
31-07-2012,8,1436.038
03-08-2012,8,1436.038
06-08-2012,8,1436.086
10-08-2012,8,1436.134
13-08-2012,8,1436.182
17-08-2012,8,1436.23
20-08-2012,8,1436.278
24-08-2012,8,1436.326
27-08-2012,8,1436.374
31-08-2012,8,1436.374
01-09-2012,8,1436.374
03-09-2012,8,1436.422
05-09-2012,8,1436.47
07-09-2012,8,1436.518
09-09-2012,8,1436.567
11-09-2012,8,1436.615
13-09-2012,8,1436.663
15-09-2012,8,1436.711
17-09-2012,8,1436.711
21-09-2012,8,1436.711
26-09-2012,8,1436.759
01-10-2012,8,1436.807
06-10-2012,8,1436.855
10-10-2012,8,1436.903
15-10-2012,8,1436.951
20-10-2012,8,1436.999
25-10-2012,8,1437.047
30-10-2012,8,1437.047
02-11-2012,8,1437.047
05-11-2012,8,1437.095
09-11-2012,8,1437.143
12-11-2012,8,1437.191
16-11-2012,8,1437.24
19-11-2012,8,1437.288
23-11-2012,8,1437.336
26-11-2012,8,1437.384
30-11-2012,8,1437.384
02-12-2012,8,1437.384
04-12-2012,8,1437.432
06-12-2012,8,1437.48
08-12-2012,8,1437.528
10-12-2012,8,1437.576
12-12-2012,8,1437.624
14-12-2012,8,1437.672
16-12-2012,8,1437.72
18-12-2012,8,1437.72
22-12-2012,8,1437.72
27-12-2012,7.964,1437.768
01-01-2013,7.929,1437.816
05-01-2013,7.893,1437.864
10-01-2013,7.857,1437.913
15-01-2013,7.821,1437.961
19-01-2013,7.786,1438.009
24-01-2013,7.75,1438.057
29-01-2013,7.75,1438.057
03-02-2013,7.75,1438.057
08-02-2013,7.732,1440.232
14-02-2013,7.714,1442.407
19-02-2013,7.696,1444.582
25-02-2013,7.679,1446.758
02-03-2013,7.661,1448.933
08-03-2013,7.643,1451.108
13-03-2013,7.625,1453.283
19-03-2013,7.625,1453.283
24-03-2013,7.625,1453.283
29-03-2013,7.589,1455.458
03-04-2013,7.554,1457.633
08-04-2013,7.518,1459.808
13-04-2013,7.482,1461.984
18-04-2013,7.446,1464.159
23-04-2013,7.411,1466.334
28-04-2013,7.375,1468.509
03-05-2013,7.375,1468.509
08-05-2013,7.375,1468.509
13-05-2013,7.357,1470.684
18-05-2013,7.339,1472.859
23-05-2013,7.321,1475.034
28-05-2013,7.304,1477.21
02-06-2013,7.286,1479.385
07-06-2013,7.268,1481.56
12-06-2013,7.25,1483.735
17-06-2013,7.25,1483.735
21-06-2013,7.25,1483.735
26-06-2013,7.25,1485.91
01-07-2013,7.25,1488.085
06-07-2013,7.25,1490.26
10-07-2013,7.25,1492.436
15-07-2013,7.25,1494.611
20-07-2013,7.25,1496.786
25-07-2013,7.25,1498.961
30-07-2013,7.25,1498.961
04-08-2013,7.375,1498.961
10-08-2013,7.357,1501.136
16-08-2013,7.339,1503.311
22-08-2013,7.321,1505.486
27-08-2013,7.304,1507.661
02-09-2013,7.286,1509.836
08-09-2013,7.268,1512.011
14-09-2013,7.25,1514.186
20-09-2013,7.375,1514.186
24-09-2013,7.625,1514.186
28-09-2013,7.589,1516.361
03-10-2013,7.554,1518.536
07-10-2013,7.518,1520.711
11-10-2013,7.482,1522.887
16-10-2013,7.446,1525.062
20-10-2013,7.411,1527.237
24-10-2013,7.375,1529.412
29-10-2013,7.625,1529.412
03-11-2013,7.75,1529.412
09-11-2013,7.732,1531.587
14-11-2013,7.714,1533.762
20-11-2013,7.696,1535.937
25-11-2013,7.679,1538.113
01-12-2013,7.661,1540.288
06-12-2013,7.643,1542.463
12-12-2013,7.625,1544.638
18-12-2013,7.75,1544.638
22-12-2013,7.875,1544.638
27-12-2013,7.857,1546.813
31-12-2013,7.839,1548.988
05-01-2014,7.821,1551.163
09-01-2014,7.804,1553.339
14-01-2014,7.786,1555.514
18-01-2014,7.768,1557.689
23-01-2014,7.75,1559.864
28-01-2014,7.875,1559.864
04-02-2014,8,1559.864
11-02-2014,7.982,1560.586
18-02-2014,7.964,1561.307
25-02-2014,7.946,1562.029
04-03-2014,7.929,1562.751
11-03-2014,7.911,1563.473
18-03-2014,7.893,1564.194
25-03-2014,7.875,1564.916
01-04-2014,8,1564.916
08-04-2014,8,1564.916
15-04-2014,8,1565.638
22-04-2014,8,1566.359
29-04-2014,8,1567.081
06-05-2014,8,1567.802
13-05-2014,8,1568.524
20-05-2014,8,1569.245
27-05-2014,8,1569.967
03-06-2014,8,1569.967
10-06-2014,8,1569.967
17-06-2014,8,1570.689
24-06-2014,8,1571.41
01-07-2014,8,1572.132
08-07-2014,8,1572.854
15-07-2014,8,1573.576
22-07-2014,8,1574.297
29-07-2014,8,1575.019
05-08-2014,8,1575.019
11-08-2014,8,1575.019
17-08-2014,8,1575.741
23-08-2014,8,1576.462
29-08-2014,8,1577.184
05-09-2014,8,1577.906
11-09-2014,8,1578.628
17-09-2014,8,1579.349
23-09-2014,8,1580.071
30-09-2014,8,1580.071
07-10-2014,8,1580.071
14-10-2014,8,1580.793
21-10-2014,8,1581.514
28-10-2014,8,1582.236
04-11-2014,8,1582.957
11-11-2014,8,1583.679
18-11-2014,8,1584.4
25-11-2014,8,1585.122
02-12-2014,8,1585.122
06-12-2014,8,1585.122
11-12-2014,7.982,1585.844
16-12-2014,7.964,1586.565
21-12-2014,7.946,1587.287
26-12-2014,7.929,1588.009
31-12-2014,7.911,1588.731
05-01-2015,7.893,1589.452
10-01-2015,7.875,1590.174
15-01-2015,7.875,1590.174
17-01-2015,7.875,1590.174
19-01-2015,7.857,1592.39
21-01-2015,7.839,1594.606
23-01-2015,7.821,1596.822
25-01-2015,7.804,1599.039
27-01-2015,7.786,1601.255
29-01-2015,7.768,1603.471
31-01-2015,7.75,1605.687
03-02-2015,7.75,1605.687
06-02-2015,7.75,1605.687
09-02-2015,7.732,1607.903
12-02-2015,7.714,1610.119
15-02-2015,7.696,1612.335
19-02-2015,7.679,1614.552
22-02-2015,7.661,1616.768
25-02-2015,7.643,1618.984
28-02-2015,7.625,1621.2
04-03-2015,7.625,1621.2
07-03-2015,7.625,1621.2
11-03-2015,7.607,1623.416
15-03-2015,7.589,1625.633
19-03-2015,7.571,1627.849
22-03-2015,7.554,1630.065
26-03-2015,7.536,1632.281
30-03-2015,7.518,1634.498
03-04-2015,7.5,1636.714
07-04-2015,7.5,1636.714
13-04-2015,7.5,1636.714
19-04-2015,7.482,1638.93
25-04-2015,7.464,1641.146
01-05-2015,7.446,1643.362
08-05-2015,7.429,1645.579
14-05-2015,7.411,1647.795
20-05-2015,7.393,1650.011
26-05-2015,7.375,1652.227
02-06-2015,7.375,1652.227
09-06-2015,7.375,1652.227
16-06-2015,7.357,1654.443
23-06-2015,7.339,1656.659
30-06-2015,7.321,1658.875
07-07-2015,7.304,1661.092
14-07-2015,7.286,1663.308
21-07-2015,7.268,1665.524
28-07-2015,7.25,1667.74
04-08-2015,7.25,1667.74
10-08-2015,7.25,1667.74
16-08-2015,7.214,1669.956
22-08-2015,7.179,1672.173
28-08-2015,7.143,1674.389
04-09-2015,7.107,1676.605
10-09-2015,7.071,1678.821
16-09-2015,7.036,1681.038
22-09-2015,7,1683.254
29-09-2015,7,1683.254
06-10-2015,7,1683.254
13-10-2015,6.964,1685.47
20-10-2015,6.929,1687.686
27-10-2015,6.893,1689.902
03-11-2015,6.857,1692.119
10-11-2015,6.821,1694.335
17-11-2015,6.786,1696.551
24-11-2015,6.75,1698.767
01-12-2015,6.75,1698.767
08-12-2015,6.75,1698.767
15-12-2015,6.75,1700.983
22-12-2015,6.75,1703.199
29-12-2015,6.75,1705.415
05-01-2016,6.75,1707.632
12-01-2016,6.75,1709.848
19-01-2016,6.75,1712.064
26-01-2016,6.75,1714.28
02-02-2016,6.75,1714.28
09-02-2016,6.75,1714.28
16-02-2016,6.732,1720.082
23-02-2016,6.714,1725.884
01-03-2016,6.696,1731.686
08-03-2016,6.679,1737.489
15-03-2016,6.661,1743.291
22-03-2016,6.643,1749.093
29-03-2016,6.625,1754.895
05-04-2016,6.625,1754.895
12-04-2016,6.625,1754.895
19-04-2016,6.607,1760.697
26-04-2016,6.589,1766.499
03-05-2016,6.571,1772.301
10-05-2016,6.554,1778.104
17-05-2016,6.536,1783.906
24-05-2016,6.518,1789.708
31-05-2016,6.5,1795.51
07-06-2016,6.5,1795.51
14-06-2016,6.5,1795.51
21-06-2016,6.5,1801.312
28-06-2016,6.5,1807.114
05-07-2016,6.5,1812.916
12-07-2016,6.5,1818.719
19-07-2016,6.5,1824.521
26-07-2016,6.5,1830.323
02-08-2016,6.5,1836.125
09-08-2016,6.5,1836.125
15-08-2016,6.5,1836.125
21-08-2016,6.482,1841.927
27-08-2016,6.464,1847.729
02-09-2016,6.446,1853.531
09-09-2016,6.429,1859.334
15-09-2016,6.411,1865.136
21-09-2016,6.393,1870.938
27-09-2016,6.375,1876.74
04-10-2016,6.375,1876.74
11-10-2016,6.375,1876.74
18-10-2016,6.357,1882.542
25-10-2016,6.339,1888.344
01-11-2016,6.321,1894.146
08-11-2016,6.304,1899.949
15-11-2016,6.286,1905.751
22-11-2016,6.268,1911.553
29-11-2016,6.25,1917.355
07-12-2016,6.25,1917.355
14-12-2016,6.25,1917.355
21-12-2016,6.25,1923.157
28-12-2016,6.25,1928.959
04-01-2017,6.25,1934.761
11-01-2017,6.25,1940.564
18-01-2017,6.25,1946.366
25-01-2017,6.25,1952.168
01-02-2017,6.25,1957.97
08-02-2017,6.25,1957.97
14-02-2017,6.25,1957.97
20-02-2017,6.25,1958.361
27-02-2017,6.25,1958.751
05-03-2017,6.25,1959.142
11-03-2017,6.25,1959.533
18-03-2017,6.25,1959.924
24-03-2017,6.25,1960.314
30-03-2017,6.25,1960.705
06-04-2017,6.25,1960.705
12-04-2017,6.25,1960.705
19-04-2017,6.25,1961.096
26-04-2017,6.25,1961.486
03-05-2017,6.25,1961.877
10-05-2017,6.25,1962.267
17-05-2017,6.25,1962.658
24-05-2017,6.25,1963.048
31-05-2017,6.25,1963.439
07-06-2017,6.25,1963.439
13-06-2017,6.25,1963.439
19-06-2017,6.232,1963.83
25-06-2017,6.214,1964.22
01-07-2017,6.196,1964.611
08-07-2017,6.179,1965.002
14-07-2017,6.161,1965.393
20-07-2017,6.143,1965.783
26-07-2017,6.125,1966.174
02-08-2017,6.125,1966.174
09-08-2017,6.125,1966.174
16-08-2017,6.107,1966.565
23-08-2017,6.089,1966.955
30-08-2017,6.071,1967.346
06-09-2017,6.054,1967.737
13-09-2017,6.036,1968.128
20-09-2017,6.018,1968.518
27-09-2017,6,1968.909
04-10-2017,6,1968.909
11-10-2017,6,1968.909
18-10-2017,6,1969.3
25-10-2017,6,1969.69
01-11-2017,6,1970.081
08-11-2017,6,1970.471
15-11-2017,6,1970.862
22-11-2017,6,1971.252
29-11-2017,6,1971.643
06-12-2017,6,1971.643
13-12-2017,6,1971.643
20-12-2017,6,1972.034
27-12-2017,6,1972.424
03-01-2018,6,1972.815
10-01-2018,6,1973.206
17-01-2018,6,1973.597
24-01-2018,6,1973.987
31-01-2018,6,1974.378
07-02-2018,6,1974.378
13-02-2018,6,1974.378
19-02-2018,6,1976.182
26-02-2018,6,1977.987
04-03-2018,6,1979.791
10-03-2018,6,1981.596
17-03-2018,6,1983.4
23-03-2018,6,1985.205
29-03-2018,6,1987.009
05-04-2018,6,1987.009
11-04-2018,6.125,1987.009
18-04-2018,6.107,1988.813
25-04-2018,6.089,1990.618
02-05-2018,6.071,1992.422
09-05-2018,6.054,1994.227
16-05-2018,6.036,1996.031
23-05-2018,6.018,1997.836
30-05-2018,6,1999.64
06-06-2018,6.125,1999.64
12-06-2018,6.375,1999.64
18-06-2018,6.339,2001.444
24-06-2018,6.304,2003.249
30-06-2018,6.268,2005.053
07-07-2018,6.232,2006.857
13-07-2018,6.196,2008.661
19-07-2018,6.161,2010.466
25-07-2018,6.125,2012.27
01-08-2018,6.375,2012.27
08-08-2018,6.5,2012.27
15-08-2018,6.482,2014.074
22-08-2018,6.464,2015.879
29-08-2018,6.446,2017.683
06-09-2018,6.429,2019.488
13-09-2018,6.411,2021.292
20-09-2018,6.393,2023.097
27-09-2018,6.375,2024.901
05-10-2018,6.5,2024.901
11-10-2018,6.5,2024.901
18-10-2018,6.5,2026.705
25-10-2018,6.5,2028.51
01-11-2018,6.5,2030.314
07-11-2018,6.5,2032.119
14-11-2018,6.5,2033.923
21-11-2018,6.5,2035.728
28-11-2018,6.5,2037.532
05-12-2018,6.5,2037.532
12-12-2018,6.5,2037.532
19-12-2018,6.482,2039.336
26-12-2018,6.464,2041.141
02-01-2019,6.446,2042.945
09-01-2019,6.429,2044.75
16-01-2019,6.411,2046.554
23-01-2019,6.393,2048.359
30-01-2019,6.375,2050.163
07-02-2019,6.375,2050.163
13-02-2019,6.375,2027.728
19-02-2019,6.339,2030.933
25-02-2019,6.304,2034.138
03-03-2019,6.268,2037.343
10-03-2019,6.232,2040.548
16-03-2019,6.196,2043.753
22-03-2019,6.161,2046.958
28-03-2019,6.125,2050.163
04-04-2019,6.125,2027.728
11-04-2019,6.125,2005.293
18-04-2019,6.089,2008.498
25-04-2019,6.054,2011.703
02-05-2019,6.018,2014.908
09-05-2019,5.982,2018.113
16-05-2019,5.946,2021.318
23-05-2019,5.911,2024.523
30-05-2019,5.875,2027.728
06-06-2019,5.875,2005.293
12-06-2019,5.875,1982.858
19-06-2019,5.832,1986.063
26-06-2019,5.789,1989.268
03-07-2019,5.746,1992.473
10-07-2019,5.704,1995.678
17-07-2019,5.661,1998.883
24-07-2019,5.618,2002.088
31-07-2019,5.575,2005.293
07-08-2019,5.575,1982.858
13-08-2019,5.575,1960.422
19-08-2019,5.532,1963.627
26-08-2019,5.489,1966.832
01-09-2019,5.446,1970.037
08-09-2019,5.404,1973.243
14-09-2019,5.361,1976.448
21-09-2019,5.318,1979.653
27-09-2019,5.275,1982.858
04-10-2019,5.275,1960.422
10-10-2019,5.275,1937.987
17-10-2019,5.257,1941.192
24-10-2019,5.239,1944.397
31-10-2019,5.221,1947.602
07-11-2019,5.204,1950.807
14-11-2019,5.186,1954.012
21-11-2019,5.168,1957.217
28-11-2019,5.15,1960.422
05-12-2019,5.15,1937.987
12-12-2019,5.15,1915.552
19-12-2019,5.15,1918.757
26-12-2019,5.15,1921.962
02-01-2020,5.15,1925.167
09-01-2020,5.15,1928.372
16-01-2020,5.15,1931.577
23-01-2020,5.15,1934.782
30-01-2020,5.15,1937.987
06-02-2020,5.15,1915.552
11-02-2020,5.15,1915.552
17-02-2020,5.096,1923.519
22-02-2020,5.043,1931.487
28-02-2020,4.989,1939.454
04-03-2020,4.936,1947.421
10-03-2020,4.882,1955.388
15-03-2020,4.829,1963.356
21-03-2020,4.775,1971.323
27-03-2020,4.775,1971.323
02-04-2020,4.775,1971.323
08-04-2020,4.664,1979.29
14-04-2020,4.554,1987.258
20-04-2020,4.443,1995.225
27-04-2020,4.332,2003.192
03-05-2020,4.221,2011.159
09-05-2020,4.111,2019.127
15-05-2020,4,2027.094
22-05-2020,4,2027.094
30-05-2020,4,2027.094
07-06-2020,4,2035.061
16-06-2020,4,2043.029
24-06-2020,4,2050.996
03-07-2020,4,2058.964
11-07-2020,4,2066.931
20-07-2020,4,2074.899
28-07-2020,4,2082.866
06-08-2020,4,2082.866
13-08-2020,4,2082.866
20-08-2020,4,2090.833
27-08-2020,4,2098.801
03-09-2020,4,2106.768
10-09-2020,4,2114.735
17-09-2020,4,2122.702
24-09-2020,4,2130.67
01-10-2020,4,2138.637
09-10-2020,4,2138.637
15-10-2020,4,2138.637
21-10-2020,4,2146.604
27-10-2020,4,2154.572
02-11-2020,4,2162.539
09-11-2020,4,2170.506
15-11-2020,4,2178.473
21-11-2020,4,2186.441
27-11-2020,4,2194.408
04-12-2020,4,2194.408
11-12-2020,4,2194.408
18-12-2020,4,2202.375
25-12-2020,4,2210.343
01-01-2021,4,2218.31
08-01-2021,4,2226.277
15-01-2021,4,2234.244
22-01-2021,4,2242.212
29-01-2021,4,2250.179
05-02-2021,4,2250.179
11-02-2021,4,2250.179
18-02-2021,4,2252.944
25-02-2021,4,2255.709
04-03-2021,4,2258.474
